"ID","EventType","Framespan"
"95","PersonRuns","48654:48750"
"96","PeopleMeet","49116:49158"
"97","PeopleMeet","49203:49261"
"98","PeopleMeet","49421:49572"
"99","PeopleSplitUp","49738:50031"
"100","PeopleMeet","51303:51355"
"101","Pointing","52339:52392"
"102","Pointing","53396:53427"
"103","ObjectPut","54280:54297"
"104","PeopleMeet","54395:54495"
"105","Pointing","55421:55433"
"106","Pointing","57194:57223"
"107","Pointing","57909:57964"
"108","ObjectPut","57979:57982"
"109","ObjectPut","58247:58250"
"110","Pointing","58935:58989"
"111","ObjectPut","59324:59326"
"112","ObjectPut","59608:59610"
"113","Pointing","59712:59775"
"114","Pointing","59875:59890"
"115","Pointing","61217:61230"
"116","Pointing","61289:61324"
"117","ObjectPut","61312:61314"
"118","ObjectPut","61376:61378"
"119","ObjectPut","63605:63607"
"120","CellToEar","64023:64052"
"121","PeopleMeet","64034:64123"
"122","ObjectPut","64274:64275"
"123","ObjectPut","64463:64465"
"124","ObjectPut","64706:64765"
"125","ObjectPut","65027:65029"
"126","ObjectPut","65041:65044"
"127","Pointing","65153:65225"
"128","Pointing","65214:65234"
"129","Pointing","65245:65260"
"130","ObjectPut","65342:65694"
"131","PeopleMeet","65641:65760"
"132","CellToEar","66122:66141"
"133","PeopleSplitUp","66493:66837"
"134","PeopleMeet","66604:66662"
"135","Pointing","66617:66652"
"136","ObjectPut","66692:66829"
"137","PeopleSplitUp","66937:67233"
"138","PeopleMeet","67063:67131"
"139","PeopleSplitUp","67190:67278"
"140","PeopleMeet","67532:67647"
"141","CellToEar","69850:69865"
"142","PeopleMeet","69978:70032"
"143","Embrace","70006:70061"
"144","PersonRuns","70800:70895"
"145","Pointing","71942:71953"
"146","CellToEar","72476:72488"
"147","Pointing","72610:72621"
"148","Pointing","72835:72841"
"149","Pointing","73457:73479"
"150","PeopleMeet","74309:74531"
"151","Pointing","74410:74445"
"152","Pointing","74442:74468"
"153","PersonRuns","74954:75010"
"154","PeopleMeet","74971:75030"
"155","Embrace","75008:75070"
"156","Pointing","75626:75647"
"157","Pointing","76132:76158"
"158","PeopleMeet","77017:77087"
"159","PeopleMeet","77063:77210"
"160","PeopleMeet","77166:77213"
"161","Embrace","77201:77218"
"162","Pointing","77504:77515"
"163","Pointing","77577:77586"
"164","Pointing","77724:77766"
"165","ObjectPut","77809:77823"
"166","Pointing","77843:77852"
"167","CellToEar","77853:77877"
"168","PeopleSplitUp","78101:78351"
"169","PeopleMeet","78163:78295"
"170","Embrace","78279:78331"
"171","Embrace","78389:78460"
"172","PeopleMeet","78664:78720"
"173","Pointing","78683:78693"
"174","PeopleSplitUp","78814:79495"
"175","PeopleMeet","79144:79293"
"176","PeopleMeet","80687:80957"
"177","Embrace","80954:81165"
"178","PeopleMeet","81668:81711"
"179","Embrace","81699:81755"
"180","CellToEar","82425:82446"
"181","PeopleMeet","82458:82596"
"182","Pointing","82464:82472"
"183","Embrace","82594:82634"
"184","ObjectPut","83071:83110"
"185","ObjectPut","83140:83146"
"186","CellToEar","83186:83197"
"187","Pointing","91854:91888"
"188","Pointing","91887:91933"
"189","PeopleMeet","91893:92090"
"190","Pointing","91948:91977"
"191","CellToEar","92039:92046"
"192","Pointing","92215:92224"
"193","Pointing","92443:92467"
"194","PeopleMeet","92590:92712"
"195","Embrace","92689:92735"
"196","Embrace","92797:92826"
"197","PeopleSplitUp","92936:93084"
"198","Pointing","92952:93007"
"199","PeopleMeet","93480:93624"
"200","PeopleMeet","93541:93657"
"201","PeopleMeet","93759:93817"
"202","CellToEar","93842:93856"
"203","Pointing","93860:93907"
"204","Pointing","93925:93932"
"205","Pointing","93946:93992"
"206","PeopleMeet","94198:94321"
"207","Embrace","94313:94367"
"208","ObjectPut","94379:94381"
"209","Pointing","94433:94448"
"210","Pointing","94747:94756"
"211","PersonRuns","94883:94921"
"212","Pointing","95255:95269"
"213","Embrace","95332:95413"
"214","Pointing","95338:95357"
"215","PeopleMeet","95364:95439"
"216","Pointing","95395:95404"
"217","Pointing","95421:95439"
"218","PeopleMeet","95443:95525"
"219","PeopleMeet","95545:95577"
"220","Embrace","95563:95639"
"221","Pointing","95637:95651"
"222","Pointing","95815:95825"
"223","Pointing","95847:95876"
"224","Pointing","95849:95859"
"225","Pointing","96056:96070"
"226","PersonRuns","96143:96164"
"227","Pointing","96143:96143"
"228","ObjectPut","96254:96258"
"229","ObjectPut","96324:96325"
"230","ObjectPut","96626:96628"
"231","ObjectPut","96629:96631"
"232","PeopleMeet","96635:96822"
"233","PeopleMeet","96729:96834"
"234","Pointing","96730:96772"
"235","Embrace","96806:96869"
"236","Pointing","96897:96933"
"237","Pointing","97500:97614"
"238","ObjectPut","97842:97843"
"239","Pointing","98763:98785"
"240","Pointing","99697:99717"
"241","Pointing","99822:99846"
"242","Pointing","100106:100119"
"243","PeopleMeet","100188:100259"
"244","CellToEar","100923:100941"
"245","Pointing","101439:101474"
"246","Embrace","101546:101687"
"247","ObjectPut","101840:101843"
"248","CellToEar","101869:101883"
"249","ObjectPut","102373:102375"
"250","PeopleMeet","102403:102655"
"251","PeopleMeet","102405:102502"
"252","ObjectPut","102469:102470"
"253","PeopleMeet","102501:102601"
"254","Pointing","102533:102551"
"255","ObjectPut","102636:102638"
"256","PeopleMeet","102822:102999"
"257","CellToEar","102852:102870"
"258","Pointing","103149:103199"
"259","Pointing","103169:103221"
"260","CellToEar","103584:103593"
"261","CellToEar","103852:103859"
"262","CellToEar","103853:103865"
"263","CellToEar","104059:104074"
"264","CellToEar","104064:104077"
"265","ObjectPut","105313:105314"
"266","Pointing","106146:106190"
"267","Pointing","106723:106764"
"268","Pointing","106751:106763"
"269","PersonRuns","107320:107406"
"270","Pointing","108340:108401"
"271","Pointing","108611:108756"
"272","Pointing","108782:108797"
"273","ObjectPut","109071:109074"
"274","CellToEar","109179:109179"
"275","Pointing","109203:109294"
"276","CellToEar","109941:109955"
"277","ObjectPut","110124:110139"
"278","CellToEar","110574:110589"
"279","Pointing","111737:111760"
"280","Pointing","112916:112939"
"281","ObjectPut","114067:114074"
"282","PeopleMeet","115008:115130"
"283","ObjectPut","115500:115503"
"284","PeopleMeet","115584:115962"
"285","PeopleMeet","115793:116342"
"286","Embrace","115888:115957"
"287","Pointing","115905:115946"
"288","Pointing","115926:115939"
"289","ObjectPut","115979:115981"
"290","ObjectPut","115982:115984"
"291","Pointing","115990:115997"
"292","Embrace","115998:116086"
"293","ObjectPut","116002:116004"
"294","ObjectPut","116151:116153"
"295","ObjectPut","116183:116186"
"296","ObjectPut","116292:116293"
"297","ObjectPut","116473:116474"
"298","Embrace","118063:118137"
"299","ObjectPut","118297:118298"
"300","Pointing","118488:118532"
"301","Pointing","118610:118632"
"302","ObjectPut","118616:118618"
"303","ObjectPut","118747:118759"
"304","Pointing","118839:118931"
"305","Pointing","118846:118869"
"306","PeopleMeet","119099:119293"
"307","ObjectPut","119102:119106"
"308","ObjectPut","119113:119117"
"309","ObjectPut","119136:119137"
"310","ObjectPut","119207:119208"
"311","Pointing","120421:120435"
"312","Pointing","120424:120438"
"313","ObjectPut","120477:120478"
"314","ObjectPut","122040:122042"
"315","ObjectPut","122040:122042"
"316","ObjectPut","122232:122233"
"317","ObjectPut","122639:122640"
"318","ObjectPut","122715:122717"
"319","PeopleMeet","122786:123089"
"320","PeopleMeet","122790:123065"
"321","Embrace","123062:123210"
"322","ObjectPut","123338:123339"
"323","ObjectPut","123342:123343"
"324","Pointing","123718:123734"
"325","CellToEar","123961:123979"
"326","ObjectPut","125291:125293"
"327","ObjectPut","125292:125295"
"328","ObjectPut","125484:125486"
"329","CellToEar","125527:125559"
"330","Pointing","125702:125713"
"331","Pointing","125758:125777"
"332","CellToEar","125853:125864"
"333","Pointing","126586:126945"
"334","Pointing","127000:127176"
"335","Pointing","127200:127338"
"336","Pointing","127352:127400"
"337","Pointing","127434:127461"
"338","Pointing","127471:127498"
"339","Pointing","127617:127668"
"340","Pointing","127622:127650"
"341","Pointing","127628:127667"
"342","Pointing","127637:127659"
"343","Pointing","127716:127774"
"344","Pointing","127722:127764"
"345","Pointing","127816:127851"
"346","Pointing","127825:127843"
"347","Pointing","127942:127966"
"348","Pointing","127948:127958"
"349","ObjectPut","128634:128636"
"350","ObjectPut","128663:128665"
"351","ObjectPut","128707:128725"
"352","Pointing","128795:128836"
"353","ObjectPut","128880:128882"
"354","ObjectPut","129027:129029"
"355","Pointing","129147:129162"
"356","Pointing","129817:129840"
"357","Pointing","131278:131297"
"358","Pointing","132334:132345"
"359","Pointing","132339:132377"
"360","Pointing","132370:132384"
"361","Pointing","132420:132443"
"362","CellToEar","132463:132482"
"363","CellToEar","132972:133015"
"364","CellToEar","133470:133487"
"365","ObjectPut","134804:134806"
"366","ObjectPut","134853:134854"
"367","ObjectPut","135614:135616"
"368","Pointing","136286:136345"
"369","Pointing","136374:136429"
"370","CellToEar","137922:137937"
"371","Embrace","138710:138791"
"372","ObjectPut","139237:139242"
"373","PeopleMeet","140400:140501"
"374","PeopleMeet","140578:140602"
"375","PeopleMeet","140835:141033"
"376","CellToEar","142162:142171"
"377","ObjectPut","147593:147604"
"378","Pointing","147878:147885"
"379","Pointing","148102:148111"
"380","Pointing","148168:148221"
"381","Pointing","148169:148185"
"382","ObjectPut","149198:149201"
"383","ObjectPut","149805:149815"
"384","ObjectPut","149931:149935"
"385","PeopleMeet","150041:150101"
"386","Pointing","150053:150073"
"387","Pointing","150063:150082"
"388","CellToEar","150241:150264"
"389","CellToEar","150247:150260"
"390","Pointing","150352:150389"
"391","PeopleMeet","150445:150550"
"392","Pointing","150451:150610"
"393","Pointing","150491:150553"
"394","Pointing","150512:150539"
"395","PeopleMeet","150558:150590"
"396","Pointing","150685:150789"
"397","PeopleMeet","150762:150822"
"398","PeopleMeet","150845:150937"
"399","Pointing","150856:150864"
"400","Embrace","150938:151009"
"401","Pointing","150944:150995"
"402","Pointing","150994:151001"
"403","Pointing","151506:151575"
"404","ObjectPut","152022:152116"
"405","PeopleMeet","152110:152188"
"406","PeopleMeet","152368:152431"
"407","Embrace","152432:152485"
"408","PeopleMeet","152501:152534"
"409","PeopleMeet","152511:152630"
"410","PeopleMeet","152604:152625"
"411","Embrace","152617:152781"
"412","PeopleMeet","152724:153006"
"413","Embrace","152995:153106"
"414","ObjectPut","153120:153152"
"415","PersonRuns","153231:153288"
"416","PersonRuns","153234:153303"
"417","Pointing","153353:153359"
"418","ObjectPut","153422:153424"
"419","ObjectPut","153805:153807"
"420","ObjectPut","153985:153986"
"421","PeopleMeet","154778:154940"
"422","Pointing","154836:154849"
"423","Pointing","154900:154917"
"424","ObjectPut","155227:155229"
"425","PeopleMeet","156038:156441"
"426","Pointing","156104:156116"
"427","PeopleMeet","156148:156183"
"428","Embrace","156184:156251"
"429","ObjectPut","156500:156502"
"430","CellToEar","158090:158102"
"431","Pointing","159104:159127"
"432","ObjectPut","159475:159477"
"433","CellToEar","159498:159514"
"434","ObjectPut","159521:159563"
"435","ObjectPut","159561:159564"
"436","ObjectPut","160026:160233"
"437","Pointing","160102:160110"
"438","ObjectPut","160132:160290"
"439","CellToEar","160395:160424"
"440","ObjectPut","161214:161220"
"441","ObjectPut","161246:161270"
"442","Pointing","161803:161819"
"443","ObjectPut","161896:161901"
"444","ObjectPut","161936:161938"
"445","Pointing","162281:162293"
"446","Pointing","162297:162308"
"447","ObjectPut","163019:163025"
"448","ObjectPut","163118:163125"
"449","ObjectPut","163430:163438"
"450","PeopleMeet","163718:163988"
"451","ObjectPut","163861:163872"
"452","Embrace","163923:163975"
"453","Embrace","163992:164072"
"454","ObjectPut","164012:164022"
"455","Embrace","164066:164136"
"456","CellToEar","164171:164189"
"457","ObjectPut","164920:164930"
"458","Pointing","165565:165571"
"459","PeopleMeet","165756:165873"
"460","ObjectPut","165770:165785"
"461","ObjectPut","165787:165795"
"462","CellToEar","166103:166124"
"463","CellToEar","166260:166285"
"464","Pointing","166444:166466"
"465","ObjectPut","166797:166805"
"466","Pointing","166925:166929"
"467","Pointing","167247:167423"
"468","Pointing","167440:167494"
"469","Pointing","167469:167489"
"470","PeopleSplitUp","167483:167559"
"471","PeopleMeet","168282:168386"
"472","Pointing","168296:168383"
"473","Embrace","168362:168447"
"474","PeopleMeet","169536:169618"
"475","Embrace","169604:169751"
"476","ObjectPut","169834:169835"
"477","ObjectPut","169855:169856"
"478","PeopleMeet","170053:170245"
"479","Pointing","170163:170200"
"480","Pointing","170406:170470"
"481","Pointing","170614:170630"
"482","CellToEar","175199:175216"
"483","ObjectPut","175199:175200"
"484","ObjectPut","175233:175234"
"485","PeopleMeet","175620:175765"
"486","PeopleMeet","176364:176442"
"487","PeopleMeet","177302:177432"
"488","Embrace","177475:177519"
"489","PeopleMeet","177942:178100"
"490","ObjectPut","178264:178281"
"491","ObjectPut","178397:178419"
"492","PeopleSplitUp","179609:180052"
"493","Embrace","179681:179848"
"494","ObjectPut","180391:180411"
"495","ObjectPut","183843:183847"
"496","PeopleMeet","184117:184218"
"497","ObjectPut","184194:184197"
"498","Embrace","184218:184313"
"499","ObjectPut","185441:185447"
"500","Pointing","187223:187256"
