"ID","EventType","Framespan"
"96","PeopleSplitUp","17235:17325"
"97","PeopleSplitUp","18655:18730"
"98","PeopleMeet","19804:19857"
"99","ObjectPut","19873:19896"
"100","ObjectPut","20507:20520"
"101","PeopleMeet","20891:21149"
"102","Embrace","21137:21165"
"103","PeopleMeet","21200:21287"
"104","Embrace","21249:21286"
"105","PeopleMeet","21773:22222"
"106","Embrace","22089:22151"
"107","ObjectPut","22683:22705"
"108","ObjectPut","22767:22780"
"109","PeopleMeet","24642:24690"
"110","Embrace","24670:24719"
"111","Pointing","24909:24918"
"112","PeopleMeet","25960:26041"
"113","PeopleMeet","26419:26543"
"114","ObjectPut","26482:26489"
"115","Pointing","26675:26698"
"116","PeopleMeet","26769:27013"
"117","Embrace","26864:28254"
"118","Pointing","29349:29358"
"119","PeopleMeet","29887:30060"
"120","Embrace","29913:30020"
"121","Embrace","30035:30121"
"122","PeopleMeet","31069:31317"
"123","Embrace","31120:31298"
"124","ObjectPut","31227:31241"
"125","Embrace","31297:31371"
"126","ObjectPut","33306:33322"
"127","ObjectPut","33409:33419"
"128","ObjectPut","33782:33787"
"129","ObjectPut","33791:33793"
"130","CellToEar","33887:33895"
"131","ObjectPut","34201:34220"
"132","ObjectPut","36987:37007"
"133","PeopleSplitUp","37284:37371"
"134","Pointing","38198:38231"
"135","PeopleMeet","38678:38854"
"136","Embrace","38842:38915"
"137","Pointing","38924:38986"
"138","PeopleMeet","39263:39301"
"139","Embrace","39282:39416"
"140","ObjectPut","39920:39924"
"141","Pointing","39937:39946"
"142","PeopleMeet","40757:40960"
"143","Embrace","40837:40954"
"144","ObjectPut","40895:40904"
"145","Embrace","40990:41242"
"146","Embrace","41405:41470"
"147","PeopleMeet","41635:41725"
"148","Embrace","41699:41747"
"149","PeopleSplitUp","42035:42318"
"150","PeopleSplitUp","42388:42433"
"151","Embrace","43268:43547"
"152","PeopleMeet","43340:43625"
"153","Embrace","43615:44428"
"154","PeopleMeet","43916:44040"
"155","ObjectPut","45734:45736"
"156","ObjectPut","46646:46657"
"157","PeopleMeet","46746:46782"
"158","Pointing","46880:46903"
"159","ObjectPut","46947:46967"
"160","ObjectPut","46967:46990"
"161","ObjectPut","47181:47193"
"162","ObjectPut","47588:47602"
"163","PeopleMeet","47724:48104"
"164","PeopleMeet","47900:48087"
"165","ObjectPut","47926:47951"
"166","ObjectPut","47934:47954"
"167","Pointing","47941:47961"
"168","ObjectPut","48052:48072"
"169","ObjectPut","48053:48059"
"170","Embrace","48053:48140"
"171","Embrace","48059:48184"
"172","ObjectPut","48136:48142"
"173","ObjectPut","48217:48227"
"174","Embrace","48223:48355"
"175","PeopleMeet","49707:49735"
"176","PeopleMeet","49843:49876"
"177","ObjectPut","50395:50408"
"178","ObjectPut","50537:50565"
"179","PeopleMeet","51968:52041"
"180","PeopleMeet","52407:52514"
"181","ObjectPut","52467:52481"
"182","Embrace","52501:52599"
"183","PeopleMeet","52676:52706"
"184","PeopleMeet","52946:52987"
"185","PeopleSplitUp","53033:53064"
"186","PeopleMeet","53312:53386"
"187","Embrace","53369:53501"
"188","Embrace","53376:53522"
"189","Pointing","53451:53459"
"190","Pointing","53753:53801"
"191","PeopleMeet","53783:53891"
"192","PeopleMeet","53783:53967"
"193","ObjectPut","54027:54058"
"194","Embrace","54070:54902"
"195","PeopleSplitUp","54221:54265"
"196","Embrace","55047:56923"
"197","PeopleMeet","55965:56061"
"198","CellToEar","56699:56717"
"199","ObjectPut","57044:57052"
"200","ObjectPut","57446:57551"
"201","Pointing","57774:57784"
"202","Pointing","57830:57895"
"203","Pointing","57915:57929"
"204","Pointing","60313:60363"
"205","Pointing","61047:61083"
"206","Pointing","61277:61292"
"207","Pointing","61283:61348"
"208","PeopleMeet","61424:61505"
"209","ObjectPut","61694:61715"
"210","ObjectPut","62355:62366"
"211","PeopleSplitUp","64104:64252"
"212","PeopleSplitUp","64104:64536"
"213","ObjectPut","64602:64609"
"214","ObjectPut","64733:64739"
"215","PeopleMeet","66550:66654"
"216","PeopleSplitUp","66787:66872"
"217","Pointing","68469:68486"
"218","PeopleSplitUp","68474:68722"
"219","ObjectPut","69450:69479"
"220","ObjectPut","69601:69618"
"221","PeopleMeet","73555:73715"
"222","Embrace","73697:73740"
"223","Pointing","77124:77143"
"224","Pointing","77295:77326"
"225","Pointing","78072:78093"
"226","PeopleMeet","78075:78119"
"227","ObjectPut","78390:78401"
"228","ObjectPut","78643:78655"
"229","ObjectPut","78767:78780"
"230","ObjectPut","78867:78896"
"231","PeopleMeet","78877:78999"
"232","ObjectPut","78940:78949"
"233","Embrace","78980:79104"
"234","ObjectPut","79047:79058"
"235","ObjectPut","79198:79284"
"236","ObjectPut","79426:79444"
"237","PeopleMeet","79866:80074"
"238","Embrace","79973:80052"
"239","Embrace","80078:80118"
"240","Embrace","80120:80154"
"241","ObjectPut","80248:80268"
"242","Pointing","80784:80831"
"243","PeopleMeet","82384:82479"
"244","Pointing","82403:82438"
"245","Pointing","82597:82609"
"246","PeopleMeet","84396:84503"
"247","Pointing","84451:84465"
"248","Pointing","84595:84613"
"249","Pointing","84644:84662"
"250","Pointing","84791:84824"
"251","PeopleMeet","87275:87508"
"252","PeopleMeet","87379:87436"
"253","Embrace","87422:87482"
"254","PeopleMeet","87547:87616"
"255","Pointing","87548:87565"
"256","Embrace","87598:87758"
"257","Embrace","87830:87921"
"258","Embrace","87973:89497"
"259","Embrace","89593:91626"
"260","PeopleMeet","90366:90532"
"261","Embrace","90506:90603"
"262","PeopleMeet","90847:90917"
"263","Pointing","90986:91106"
"264","Pointing","92104:92145"
"265","Embrace","92206:92440"
"266","PeopleMeet","92596:92701"
"267","Embrace","92684:92741"
"268","PeopleMeet","93765:93842"
"269","ObjectPut","93817:93831"
"270","Embrace","93834:93947"
"271","PeopleMeet","95069:95296"
"272","Pointing","95172:95227"
"273","Pointing","95384:95402"
"274","CellToEar","96061:96083"
"275","ObjectPut","96104:96114"
"276","CellToEar","97039:97114"
"277","Pointing","98345:98394"
"278","Pointing","98491:98510"
"279","PeopleMeet","99218:99402"
"280","PeopleMeet","99223:99251"
"281","Embrace","99279:99377"
"282","Embrace","99404:99464"
"283","ObjectPut","99668:99674"
"284","PeopleMeet","100429:100701"
"285","Pointing","100583:100603"
"286","Pointing","100652:100672"
"287","PeopleMeet","101745:101922"
"288","Embrace","102088:102137"
"289","Pointing","105038:105119"
"290","PeopleMeet","106661:106802"
"291","Pointing","111626:111673"
"292","ObjectPut","113687:113701"
"293","ObjectPut","117045:117076"
"294","ObjectPut","117099:117106"
"295","ObjectPut","117156:117165"
"296","PeopleMeet","117196:117251"
"297","Embrace","117239:117350"
"298","ObjectPut","117412:117697"
"299","ObjectPut","118041:118051"
"300","ObjectPut","118214:118221"
"301","ObjectPut","118275:118279"
"302","ObjectPut","118538:118570"
"303","ObjectPut","120076:120086"
"304","ObjectPut","120271:120286"
"305","ObjectPut","121325:121345"
"306","ObjectPut","121508:121562"
"307","ObjectPut","121550:121559"
"308","ObjectPut","123896:123900"
"309","PeopleMeet","123983:124112"
"310","PeopleSplitUp","124138:124796"
"311","ObjectPut","124254:124258"
"312","ObjectPut","124271:124275"
"313","CellToEar","124526:124552"
"314","ObjectPut","124744:124747"
"315","ObjectPut","124868:124871"
"316","ObjectPut","125807:125811"
"317","ObjectPut","126460:126461"
"318","ObjectPut","126554:126558"
"319","PeopleMeet","126571:126690"
"320","Embrace","126624:126812"
"321","ObjectPut","126677:126681"
"322","Pointing","127451:127459"
"323","ObjectPut","127613:127620"
"324","Embrace","128517:128549"
"325","PeopleSplitUp","128519:128601"
"326","CellToEar","129817:129828"
"327","PeopleSplitUp","129842:129982"
"328","ObjectPut","130272:130279"
"329","ObjectPut","130306:130308"
"330","PeopleMeet","130494:130534"
"331","PersonRuns","130531:130637"
"332","ObjectPut","130578:130580"
"333","PersonRuns","130726:130765"
"334","PersonRuns","135130:135197"
"335","PersonRuns","137395:137445"
"336","ObjectPut","138872:138880"
"337","ObjectPut","139042:139046"
"338","CellToEar","139308:139326"
"339","Pointing","139805:139817"
"340","ObjectPut","140021:140030"
"341","Pointing","140892:140939"
"342","PeopleMeet","140956:141068"
"343","ObjectPut","141030:141039"
"344","Embrace","141043:141315"
"345","ObjectPut","141371:141379"
"346","ObjectPut","141485:141506"
"347","PeopleMeet","142129:142341"
"348","ObjectPut","142483:142494"
"349","ObjectPut","142846:142856"
"350","ObjectPut","143066:143083"
"351","ObjectPut","143280:143283"
"352","ObjectPut","143422:143425"
"353","Pointing","143462:143490"
"354","ObjectPut","144231:144233"
"355","ObjectPut","144251:144256"
"356","PeopleMeet","145177:145287"
"357","ObjectPut","146030:146051"
"358","Pointing","148412:148455"
"359","Pointing","148470:148597"
"360","ObjectPut","151948:151961"
"361","Pointing","151977:151992"
"362","Embrace","152176:152212"
"363","PeopleMeet","156330:156552"
"364","ObjectPut","156453:156454"
"365","PeopleMeet","157028:157317"
"366","Embrace","157145:157250"
"367","Embrace","157223:157276"
"368","Embrace","157339:157392"
"369","Embrace","157341:157500"
"370","PeopleMeet","158511:158652"
"371","Embrace","158641:159668"
"372","ObjectPut","158742:158745"
"373","Embrace","159700:159806"
"374","ObjectPut","160009:160018"
"375","ObjectPut","160096:160100"
"376","ObjectPut","160234:160249"
"377","ObjectPut","160245:160246"
"378","ObjectPut","164755:164817"
"379","ObjectPut","165345:165361"
"380","Pointing","166235:166275"
"381","Pointing","166931:166939"
"382","Pointing","169941:170013"
"383","Pointing","170047:170076"
"384","Pointing","170148:170194"
"385","ObjectPut","173943:173948"
"386","ObjectPut","173970:173974"
"387","Pointing","175790:175849"
"388","Pointing","176145:176163"
"389","ObjectPut","176264:176267"
"390","ObjectPut","177315:177421"
"391","ObjectPut","177618:177620"
"392","CellToEar","178399:178424"
"393","PeopleMeet","178828:178881"
"394","ObjectPut","178858:178860"
"395","CellToEar","179993:180011"
"396","CellToEar","181399:181411"
"397","PeopleMeet","181882:181902"
"398","Embrace","181903:182039"
"399","PeopleMeet","182167:182194"
"400","Embrace","182195:182210"
"401","CellToEar","182645:182679"
"402","Pointing","182650:182701"
"403","Pointing","182740:182748"
"404","PersonRuns","185667:185739"
"405","PeopleMeet","185669:185914"
"406","Embrace","185732:186095"
"407","Embrace","185884:185932"
"408","PeopleMeet","187345:187349"
"409","ObjectPut","188526:188528"
"410","ObjectPut","188526:188528"
