"ID","EventType","Framespan"
"110","PersonRuns","60373:60446"
"111","PersonRuns","61167:61219"
"112","Pointing","63673:63697"
"113","PeopleMeet","63680:63903"
"114","Pointing","63705:63724"
"115","Pointing","65179:65349"
"116","PersonRuns","65424:65529"
"117","PersonRuns","65476:65541"
"118","PersonRuns","65553:65643"
"119","PeopleMeet","67969:68025"
"120","Pointing","71574:71580"
"121","ObjectPut","72084:72088"
"122","PeopleMeet","73614:73648"
"123","Pointing","74685:74702"
"124","Pointing","76339:76348"
"125","PeopleSplitUp","76437:76502"
"126","Pointing","76604:76662"
"127","PeopleSplitUp","76702:76801"
"128","PeopleSplitUp","76771:76916"
"129","PersonRuns","77938:77998"
"130","PersonRuns","78522:78568"
"131","Pointing","79581:79651"
"132","Pointing","80282:80315"
"133","PersonRuns","80752:80807"
"134","PersonRuns","81843:81956"
"135","PersonRuns","81855:82144"
"136","Embrace","81954:82063"
"137","PersonRuns","82034:82139"
"138","Pointing","84804:84812"
"139","Pointing","84919:84930"
"140","PersonRuns","84974:85245"
"141","PersonRuns","85028:85245"
"142","PersonRuns","85071:85117"
"143","PersonRuns","85212:85242"
"144","CellToEar","86321:86335"
"145","PersonRuns","87773:87824"
"146","PersonRuns","87780:87840"
"147","PersonRuns","88586:88771"
"148","PersonRuns","88734:88911"
"149","PeopleMeet","90859:90917"
"150","Pointing","92425:92628"
"151","Pointing","93502:93538"
"152","Pointing","93504:93541"
"153","Pointing","95805:95814"
"154","Pointing","98465:98507"
"155","ObjectPut","101185:101197"
"156","ObjectPut","103374:103397"
"157","Pointing","106297:106310"
"158","CellToEar","107262:107273"
"159","PeopleMeet","107376:107417"
"160","Pointing","107408:107413"
"161","Pointing","107438:107443"
"162","CellToEar","107647:107660"
"163","PersonRuns","108869:108929"
"164","PersonRuns","109453:109509"
"165","Pointing","110364:110433"
"166","ObjectPut","111667:111674"
"167","Pointing","111759:111764"
"168","PeopleMeet","112303:112361"
"169","ObjectPut","112481:112494"
"170","Pointing","112700:112715"
"171","Pointing","114191:114195"
"172","PeopleSplitUp","114508:114688"
"173","Pointing","114511:114528"
"174","PersonRuns","115131:115185"
"175","PeopleMeet","115780:115818"
"176","Pointing","115785:115842"
"177","Pointing","115958:115969"
"178","CellToEar","116659:116673"
"179","CellToEar","119081:119093"
"180","CellToEar","119166:119174"
"181","Pointing","119985:120049"
"182","ObjectPut","120845:120855"
"183","CellToEar","122872:122914"
"184","Pointing","123332:123424"
"185","CellToEar","123362:123379"
"186","CellToEar","124052:124068"
"187","PersonRuns","124186:124211"
"188","CellToEar","125235:125245"
"189","ObjectPut","125821:125980"
"190","ObjectPut","125844:125894"
"191","ObjectPut","126268:126285"
"192","ObjectPut","126318:126324"
"193","ObjectPut","127369:127463"
"194","ObjectPut","127419:127439"
"195","ObjectPut","127821:127898"
"196","Pointing","127917:127926"
"197","Pointing","127956:127958"
"198","ObjectPut","128518:128542"
"199","PeopleMeet","130125:130125"
"200","PeopleMeet","132503:132562"
"201","PeopleMeet","132709:133212"
"202","ObjectPut","133081:133085"
"203","PeopleMeet","133120:133261"
"204","PeopleSplitUp","133802:134093"
"205","ObjectPut","135017:135020"
"206","ObjectPut","135087:135098"
"207","PeopleSplitUp","136252:136307"
"208","CellToEar","137101:137122"
"209","PeopleMeet","139681:139799"
"210","Pointing","142216:142238"
"211","PersonRuns","143397:143443"
"212","PersonRuns","143410:143465"
"213","PersonRuns","143424:143475"
"214","PersonRuns","143456:143509"
"215","PeopleMeet","143545:143658"
"216","Pointing","143640:143667"
"217","Pointing","144662:144684"
"218","PersonRuns","148763:148792"
"219","ObjectPut","149823:149828"
"220","Pointing","149909:149950"
"221","Embrace","151628:151726"
"222","Pointing","151704:151728"
"223","PeopleMeet","151772:151857"
"224","Pointing","151785:151842"
"225","Pointing","151974:151998"
"226","Pointing","151981:151996"
"227","Pointing","152004:152024"
"228","Pointing","152175:152191"
"229","ObjectPut","152206:152208"
"230","Pointing","152231:152255"
"231","Pointing","152334:152355"
"232","Pointing","152387:152516"
"233","Pointing","152501:152581"
"234","Pointing","152529:152581"
"235","PeopleSplitUp","152532:152842"
"236","Pointing","155812:155825"
"237","PersonRuns","155896:155973"
"238","ObjectPut","156523:156531"
"239","PeopleMeet","158223:158379"
"240","PersonRuns","159479:159505"
"241","Pointing","160610:160641"
"242","Pointing","160676:160897"
"243","Pointing","160911:160933"
"244","CellToEar","161309:161328"
"245","PeopleMeet","161329:161409"
"246","PeopleSplitUp","161525:163580"
"247","PeopleMeet","161537:161664"
"248","Pointing","161898:161908"
"249","PeopleSplitUp","161992:163580"
"250","Pointing","162409:162513"
"251","CellToEar","163396:163405"
"252","Pointing","164385:164436"
"253","CellToEar","165580:165604"
"254","PeopleMeet","165876:165968"
"255","PeopleSplitUp","166105:166651"
"256","Pointing","166708:166714"
"257","PersonRuns","166806:166875"
"258","Pointing","167975:167996"
"259","PeopleMeet","168270:168368"
"260","PeopleSplitUp","168465:168751"
"261","PeopleSplitUp","168588:168692"
"262","ObjectPut","169010:169031"
"263","ObjectPut","170170:170176"
"264","Pointing","171285:171316"
"265","Pointing","171410:171441"
"266","Pointing","171416:171419"
"267","Pointing","171740:171750"
"268","Pointing","171756:171778"
"269","ObjectPut","172008:172028"
"270","Pointing","173232:173237"
"271","Pointing","175414:175492"
"272","Pointing","175419:175524"
"273","Pointing","177520:177531"
"274","Pointing","177956:178068"
"275","PeopleMeet","177984:178029"
"276","PeopleSplitUp","178029:178251"
"277","Pointing","179431:179469"
"278","ObjectPut","182818:182831"
"279","ObjectPut","182885:182899"
"280","ObjectPut","182977:182983"
"281","ObjectPut","182989:183078"
"282","ObjectPut","183060:183070"
"283","ObjectPut","183061:183069"
"284","Pointing","186415:186442"
"285","CellToEar","186938:186950"
