"ID","EventType","Framespan"
"241","PeopleMeet","113141:113398"
"242","PeopleMeet","115108:115203"
"243","PeopleMeet","115500:115635"
"244","PeopleMeet","115981:116154"
"245","PeopleMeet","121209:121429"
"246","PeopleMeet","122058:122117"
"247","PeopleMeet","122034:122104"
"248","PeopleMeet","124595:124648"
"249","PeopleMeet","129627:129665"
"250","PeopleMeet","133657:134117"
"251","PeopleMeet","138224:138393"
"252","PeopleMeet","140647:140769"
"253","PeopleMeet","137945:138034"
"254","PeopleMeet","141586:141770"
"255","PeopleMeet","143484:143758"
"256","PeopleMeet","143731:143795"
"257","PeopleMeet","147923:147971"
"258","PeopleMeet","151975:152051"
"259","PeopleMeet","152502:152569"
"260","PeopleMeet","152501:152571"
"261","PeopleMeet","152501:152740"
"262","PeopleMeet","156013:156122"
"263","PeopleMeet","156062:156245"
"264","PeopleMeet","156438:156548"
"265","PeopleMeet","157859:158239"
"266","PeopleMeet","158471:158566"
"267","PeopleMeet","158842:159029"
"268","PeopleMeet","159586:159625"
"269","PeopleMeet","161927:162096"
"270","PeopleMeet","185314:185445"
"271","PeopleMeet","85298:85373"
"272","PeopleSplitUp","26205:26262"
"273","PeopleSplitUp","48708:48863"
"274","PeopleSplitUp","48612:48700"
"275","PeopleSplitUp","49646:49707"
"276","PeopleSplitUp","55733:55791"
"277","PeopleSplitUp","94883:95139"
"278","PeopleSplitUp","94707:95263"
"279","PeopleSplitUp","94706:95481"
"280","PeopleSplitUp","94817:96251"
"281","PeopleSplitUp","96773:96959"
"282","PeopleSplitUp","99692:99803"
"283","PeopleSplitUp","104236:104449"
"284","PeopleSplitUp","106859:106985"
"285","PeopleSplitUp","120926:120972"
"286","PeopleSplitUp","139742:139864"
"287","PeopleSplitUp","141180:141290"
"288","PeopleSplitUp","152392:152458"
"289","PeopleSplitUp","153498:154180"
"290","PeopleSplitUp","156685:158647"
"291","PeopleSplitUp","159462:159641"
"292","PeopleSplitUp","161118:161184"
"293","PeopleSplitUp","164843:165011"
"294","PeopleSplitUp","160871:160940"
"295","Embrace","9972:10037"
"296","Embrace","54914:54973"
"297","Embrace","55587:55643"
"298","Embrace","55733:55761"
"299","Embrace","58643:58742"
"300","Embrace","61678:61711"
"301","Embrace","61807:61919"
"302","Embrace","61909:61955"
"303","Embrace","62044:62329"
"304","Embrace","63724:63781"
"305","Embrace","64014:64439"
"306","Embrace","66037:66147"
"307","Embrace","67149:67226"
"308","Embrace","67235:67304"
"309","Embrace","67741:67852"
"310","Embrace","72830:72888"
"311","Embrace","72895:72946"
"312","Embrace","73603:73707"
"313","Embrace","79275:79319"
"314","Embrace","80153:80226"
"315","Embrace","80226:80277"
"316","Embrace","80228:80265"
"317","Embrace","81579:81701"
"318","Embrace","83637:83688"
"319","Embrace","108314:108369"
"320","Embrace","115191:115238"
"321","Embrace","116140:116243"
"322","Embrace","116298:116334"
"323","Embrace","124671:124900"
"324","Embrace","129635:129728"
"325","Embrace","129640:129775"
"326","Embrace","141739:141764"
"327","Embrace","143747:143799"
"328","Embrace","143785:143839"
"329","Embrace","143887:143925"
"330","Embrace","143943:144005"
"331","Embrace","147965:148125"
"332","Embrace","152724:152785"
"333","Embrace","156099:156160"
"334","Embrace","156518:156599"
"335","Embrace","158173:158233"
"336","Embrace","158245:158392"
"337","Embrace","185435:185498"
"338","Embrace","185534:185554"
"339","Embrace","186943:187077"
"340","Pointing","194:247"
"341","Pointing","1895:1979"
"342","Pointing","27:75"
"343","Pointing","727:829"
"344","Pointing","1113:1155"
"345","Pointing","2145:2163"
"346","Pointing","9423:9444"
"347","Pointing","12362:12407"
"348","Pointing","13670:13704"
"349","Pointing","15467:15563"
"350","Pointing","21524:21617"
"351","Pointing","22412:22469"
"352","Pointing","26137:26189"
"353","Pointing","26555:26563"
"354","Pointing","30570:30595"
"355","Pointing","25306:25330"
"356","Pointing","31621:31633"
"357","Pointing","30569:30599"
"358","Pointing","45167:45227"
"359","Pointing","45344:45356"
"360","Pointing","45408:45441"
"361","Pointing","45716:45800"
"362","Pointing","45894:46015"
"363","Pointing","46111:46203"
"364","Pointing","48636:48782"
"365","Pointing","49495:49661"
"366","Pointing","50223:50281"
"367","Pointing","50405:50479"
"368","Pointing","56496:56512"
"369","Pointing","56696:56700"
"370","Pointing","56610:56614"
"371","Pointing","60689:60749"
"372","Pointing","61068:61089"
"373","Pointing","61071:61089"
"374","Pointing","61122:61130"
"375","Pointing","63361:63369"
"376","Pointing","64927:64938"
"377","Pointing","65866:65893"
"378","Pointing","66115:66159"
"379","Pointing","67517:67546"
"380","Pointing","61518:61549"
"381","Pointing","61617:61658"
"382","Pointing","70329:70362"
"383","Pointing","70864:70903"
"384","Pointing","74026:74047"
"385","Pointing","74200:74301"
"386","Pointing","77467:77488"
"387","Pointing","76367:76448"
"388","Pointing","77626:77662"
"389","Pointing","83229:83240"
"390","Pointing","87161:87170"
"391","Pointing","87676:87714"
"392","Pointing","87737:87761"
"393","Pointing","87781:87797"
"394","Pointing","87907:87929"
"395","Pointing","88135:88161"
"396","Pointing","88979:88989"
"397","Pointing","92809:92823"
"398","Pointing","92867:92890"
"399","Pointing","92867:92878"
"400","Pointing","104666:104676"
"401","Pointing","107576:107591"
"402","Pointing","108442:108475"
"403","Pointing","108489:108530"
"404","Pointing","108544:108555"
"405","Pointing","111229:111252"
"406","Pointing","111435:111463"
"407","Pointing","111580:111595"
"408","Pointing","111733:111759"
"409","Pointing","113118:113127"
"410","Pointing","114981:115043"
"411","Pointing","115604:115621"
"412","Pointing","118451:118478"
"413","Pointing","123761:123766"
"414","Pointing","123789:123811"
"415","Pointing","130491:130522"
"416","Pointing","131062:131067"
"417","Pointing","131260:131302"
"418","Pointing","131352:131381"
"419","Pointing","133036:133041"
"420","Pointing","136399:136412"
"421","Pointing","136525:136548"
"422","Pointing","137428:137460"
"423","Pointing","137976:138009"
"424","Pointing","141104:141115"
"425","Pointing","141964:141981"
"426","Pointing","142997:143036"
"427","Pointing","144031:144035"
"428","Pointing","144019:144082"
"429","Pointing","144176:144223"
"430","Pointing","144232:144238"
"431","Pointing","144248:144255"
"432","Pointing","146077:146123"
"433","Pointing","146107:146140"
"434","Pointing","146196:146223"
"435","Pointing","150487:150538"
"436","Pointing","150626:150636"
"437","Pointing","150812:150832"
"438","Pointing","151981:152060"
"439","Pointing","156192:156282"
"440","Pointing","164826:164896"
"441","Pointing","167287:167314"
"442","Pointing","167573:167585"
"443","Pointing","161468:161502"
"444","Pointing","172716:172860"
"445","Pointing","169790:169810"
"446","Pointing","176559:176573"
"447","Pointing","176877:176889"
"448","Pointing","177159:177166"
"449","Pointing","179046:179058"
"450","Pointing","181347:181354"
"451","Pointing","181527:181534"
"452","Pointing","181940:181955"
"453","Pointing","182083:182112"
"454","Pointing","11037:11042"
