"ID","EventType","Framespan"
"180","PeopleSplitUp","81808:82144"
"181","PeopleMeet","82081:82187"
"182","PeopleMeet","82460:83167"
"183","ObjectPut","83443:83463"
"184","PeopleMeet","83705:83738"
"185","Pointing","83764:83797"
"186","ObjectPut","84154:84159"
"187","PeopleMeet","84188:84479"
"188","ObjectPut","84890:84893"
"189","ObjectPut","85297:85302"
"190","PeopleMeet","86076:86120"
"191","PeopleMeet","86605:86695"
"192","Pointing","87132:87181"
"193","Pointing","87424:87440"
"194","PeopleMeet","87632:87649"
"195","Pointing","87993:88028"
"196","Pointing","88097:88194"
"197","Pointing","90360:90466"
"198","CellToEar","92105:92109"
"199","ObjectPut","92198:92229"
"200","PeopleMeet","101312:101444"
"201","PeopleMeet","103039:103100"
"202","Pointing","103554:103677"
"203","Pointing","103718:103727"
"204","Pointing","103724:103829"
"205","Pointing","103833:103897"
"206","Pointing","103912:103977"
"207","Pointing","103961:103971"
"208","Pointing","104014:104038"
"209","PeopleSplitUp","104016:104323"
"210","Pointing","104017:104045"
"211","ObjectPut","105150:105195"
"212","Pointing","105952:105987"
"213","PeopleSplitUp","106063:106099"
"214","PeopleMeet","106074:106420"
"215","Pointing","107040:107067"
"216","Pointing","107238:107242"
"217","ObjectPut","107601:107615"
"218","Pointing","107618:107659"
"219","PeopleSplitUp","107664:107879"
"220","Pointing","107714:107726"
"221","Pointing","107747:107752"
"222","PeopleMeet","110014:110073"
"223","PeopleSplitUp","110396:110681"
"224","Pointing","110787:110792"
"225","Pointing","111785:114501"
"226","PeopleSplitUp","111820:111930"
"227","Pointing","112140:112145"
"228","PeopleMeet","112585:112620"
"229","PeopleMeet","113257:113868"
"230","ObjectPut","113538:113549"
"231","ObjectPut","113666:113704"
"232","PeopleMeet","113789:113874"
"233","PeopleMeet","113908:113999"
"234","PeopleMeet","114146:114200"
"235","PeopleSplitUp","114998:115065"
"236","PeopleMeet","116717:116788"
"237","PeopleMeet","119321:119528"
"238","Pointing","119530:119677"
"239","Pointing","119576:119627"
"240","PeopleSplitUp","119710:120160"
"241","Pointing","119722:119741"
"242","Pointing","119758:119815"
"243","Pointing","119804:119886"
"244","Pointing","119809:119818"
"245","PeopleMeet","119867:119882"
"246","PeopleSplitUp","120568:120700"
"247","ObjectPut","122322:122369"
"248","ObjectPut","123022:123031"
"249","ObjectPut","123031:123065"
"250","PeopleMeet","123360:123372"
"251","PeopleMeet","123360:123372"
"252","Pointing","123831:123867"
"253","Pointing","124834:124852"
"254","PeopleSplitUp","124844:125139"
"255","PeopleMeet","125316:125390"
"256","Pointing","127901:127927"
"257","Pointing","127938:127960"
"258","Pointing","128442:128486"
"259","CellToEar","129006:129022"
"260","PeopleMeet","130656:130691"
"261","PeopleSplitUp","131233:131548"
"262","PeopleMeet","134403:134597"
"263","PeopleSplitUp","136025:136297"
"264","PeopleMeet","136449:136970"
"265","PersonRuns","139526:139579"
"266","ObjectPut","143535:143540"
"267","Pointing","143545:143561"
"268","ObjectPut","143757:143765"
"269","Pointing","144294:144302"
"270","PeopleSplitUp","145448:145626"
"271","ObjectPut","145481:145500"
"272","PeopleMeet","145962:146087"
"273","PeopleMeet","146385:146453"
"274","PeopleSplitUp","146391:147056"
"275","Pointing","146663:146670"
"276","ObjectPut","147642:147691"
"277","ObjectPut","147683:147688"
"278","ObjectPut","148609:148615"
"279","ObjectPut","152357:152379"
"280","Pointing","152470:152474"
"281","ObjectPut","152479:152493"
"282","Pointing","152551:152557"
"283","ObjectPut","154356:154385"
"284","ObjectPut","154883:154913"
"285","Pointing","154915:154920"
"286","ObjectPut","154937:155007"
"287","ObjectPut","155082:155115"
"288","ObjectPut","155191:155210"
"289","Pointing","155221:155246"
"290","ObjectPut","155530:155540"
"291","ObjectPut","155556:155578"
"292","PeopleMeet","156336:156374"
"293","PeopleMeet","157024:157077"
"294","Pointing","157038:157071"
"295","Pointing","157105:157114"
"296","PeopleMeet","157191:157275"
"297","Pointing","157573:157597"
"298","PeopleSplitUp","158291:158445"
"299","CellToEar","159940:159949"
"300","CellToEar","159984:159991"
"301","PeopleMeet","162348:162395"
"302","Pointing","162415:162467"
"303","Pointing","162437:162446"
"304","PeopleSplitUp","162488:162700"
"305","ObjectPut","163673:163682"
"306","CellToEar","164247:164260"
"307","PeopleMeet","164765:164817"
"308","Pointing","164845:164900"
"309","Pointing","165614:165624"
"310","Pointing","165979:165993"
"311","PeopleMeet","166060:166295"
"312","Pointing","166191:166196"
"313","ObjectPut","166292:166296"
"314","PeopleSplitUp","166308:166576"
"315","ObjectPut","166843:166859"
"316","ObjectPut","173509:173529"
"317","Pointing","173696:173800"
"318","Pointing","174071:174084"
"319","Pointing","174490:174504"
"320","PeopleMeet","176146:176179"
"321","PeopleMeet","180242:180311"
"322","PeopleSplitUp","180960:181275"
"323","ObjectPut","185426:185457"
