"ID","EventType","Framespan"
"80","Pointing","46349:46367"
"81","ObjectPut","46433:46486"
"82","Embrace","46445:46480"
"83","ObjectPut","46851:46884"
"84","ObjectPut","46892:46948"
"85","CellToEar","47046:47058"
"86","CellToEar","47342:47355"
"87","CellToEar","47599:47612"
"88","CellToEar","47740:47796"
"89","PersonRuns","48554:48684"
"90","CellToEar","49316:49327"
"91","PeopleSplitUp","49509:50070"
"92","ObjectPut","49621:49643"
"93","ObjectPut","49742:49797"
"94","ObjectPut","50184:50212"
"95","ObjectPut","50519:50538"
"96","ObjectPut","50788:50843"
"97","ObjectPut","50968:51011"
"98","ObjectPut","51096:51114"
"99","ObjectPut","51131:51185"
"100","ObjectPut","51788:51832"
"101","Pointing","51957:52021"
"102","Pointing","52814:52830"
"103","ObjectPut","55169:55192"
"104","CellToEar","55912:55966"
"105","ObjectPut","57963:58095"
"106","ObjectPut","58171:58200"
"107","PeopleSplitUp","58321:58923"
"108","PeopleMeet","59414:59516"
"109","PeopleMeet","59516:59570"
"110","Embrace","59552:59755"
"111","PeopleMeet","64051:64104"
"112","ObjectPut","64445:64479"
"113","CellToEar","66144:66157"
"114","CellToEar","66366:66375"
"115","Pointing","69846:69878"
"116","Pointing","69959:70011"
"117","PersonRuns","70702:70833"
"118","Pointing","75109:75119"
"119","PeopleMeet","75438:75532"
"120","Pointing","78052:78106"
"121","ObjectPut","79195:79216"
"122","Pointing","80925:80931"
"123","Pointing","80942:80946"
"124","Pointing","80959:80968"
"125","ObjectPut","82583:82585"
"126","ObjectPut","82661:82662"
"127","ObjectPut","82700:82703"
"128","ObjectPut","82899:82901"
"129","Pointing","84387:84401"
"130","Pointing","84939:84948"
"131","Pointing","86732:86770"
"132","Pointing","86838:86846"
"133","ObjectPut","87016:87025"
"134","Pointing","87833:87909"
"135","PeopleMeet","87972:88036"
"136","ObjectPut","88036:88060"
"137","PersonRuns","88165:88261"
"138","PeopleMeet","89126:89390"
"139","Embrace","89367:89438"
"140","Embrace","89477:89562"
"141","PeopleMeet","91164:91567"
"142","CellToEar","92621:92632"
"143","Pointing","92879:92912"
"144","PeopleMeet","93649:94015"
"145","PersonRuns","93699:93727"
"146","Embrace","93735:93895"
"147","ObjectPut","96004:96077"
"148","PeopleSplitUp","96032:96114"
"149","Pointing","96096:96105"
"150","ObjectPut","96178:96192"
"151","Pointing","96206:96220"
"152","PeopleSplitUp","96228:96325"
"153","Pointing","96229:96248"
"154","PeopleSplitUp","96576:97140"
"155","Pointing","97592:97601"
"156","ObjectPut","98103:98201"
"157","ObjectPut","98128:98153"
"158","ObjectPut","98900:98929"
"159","ObjectPut","98964:98990"
"160","PeopleMeet","100438:100484"
"161","Embrace","100666:100757"
"162","PeopleSplitUp","100872:101147"
"163","Embrace","101520:101621"
"164","CellToEar","102449:102458"
"165","Pointing","103878:103898"
"166","CellToEar","104569:104589"
"167","ObjectPut","105124:105175"
"168","ObjectPut","105462:105488"
"169","CellToEar","105756:105788"
"170","Pointing","105944:105967"
"171","PersonRuns","107057:107193"
"172","PersonRuns","107281:107326"
"173","CellToEar","108434:108451"
"174","PeopleMeet","109123:109185"
"175","Pointing","111126:111235"
"176","Pointing","111314:111369"
"177","Pointing","112161:112183"
"178","PersonRuns","114819:114957"
"179","Pointing","114889:114905"
"180","Pointing","114971:114990"
"181","ObjectPut","116975:117083"
"182","CellToEar","116982:116993"
"183","CellToEar","117642:117662"
"184","CellToEar","118284:118357"
"185","ObjectPut","118364:118421"
"186","CellToEar","118882:118904"
"187","PeopleMeet","119747:119814"
"188","Embrace","119805:119935"
"189","Pointing","119926:119938"
"190","Pointing","120010:120034"
"191","Embrace","120113:120221"
"192","CellToEar","120337:120348"
"193","CellToEar","120339:120354"
"194","Embrace","120478:120679"
"195","ObjectPut","121686:121723"
"196","Pointing","122063:122083"
"197","Pointing","122115:122130"
"198","CellToEar","122543:122557"
"199","Pointing","122889:122891"
"200","Pointing","122973:122988"
"201","ObjectPut","124244:124253"
"202","ObjectPut","125109:125119"
"203","ObjectPut","125219:125232"
"204","Pointing","125436:125447"
"205","Pointing","125706:125710"
"206","Pointing","127559:127569"
"207","Pointing","127784:127800"
"208","Pointing","128388:128398"
"209","Pointing","128442:128459"
"210","ObjectPut","128962:129009"
"211","Pointing","129083:129102"
"212","PeopleMeet","131036:131169"
"213","Embrace","131158:131213"
"214","Embrace","131264:131320"
"215","ObjectPut","136332:136340"
"216","ObjectPut","136400:136409"
"217","ObjectPut","136534:136551"
"218","ObjectPut","136756:136767"
"219","ObjectPut","137141:137150"
"220","ObjectPut","137659:137666"
"221","Pointing","138946:138969"
"222","Pointing","139079:139114"
"223","Pointing","139101:139115"
"224","ObjectPut","139343:139352"
"225","PeopleMeet","139422:139544"
"226","ObjectPut","139454:139464"
"227","Pointing","139476:139493"
"228","ObjectPut","139609:139616"
"229","ObjectPut","139841:139867"
"230","PeopleMeet","140058:140186"
"231","PeopleMeet","140096:140154"
"232","ObjectPut","140164:140180"
"233","PeopleMeet","140911:140975"
"234","ObjectPut","140918:140922"
"235","ObjectPut","141430:141438"
"236","ObjectPut","142863:142874"
"237","PeopleMeet","143203:143243"
"238","Pointing","144894:144933"
"239","Pointing","144900:144926"
"240","ObjectPut","144976:144998"
"241","Pointing","145350:145386"
"242","Pointing","145452:145477"
"243","ObjectPut","145700:145702"
"244","ObjectPut","146098:146121"
"245","ObjectPut","146688:146691"
"246","CellToEar","148029:148038"
"247","ObjectPut","148031:148033"
"248","ObjectPut","148243:148343"
"249","ObjectPut","148255:148324"
"250","CellToEar","148604:148624"
"251","ObjectPut","149270:149273"
"252","ObjectPut","150176:150181"
"253","PeopleSplitUp","150879:151002"
"254","ObjectPut","151001:151003"
"255","ObjectPut","151022:151026"
"256","ObjectPut","151069:151071"
"257","ObjectPut","151088:151091"
"258","ObjectPut","151114:151222"
"259","PeopleMeet","151146:151284"
"260","ObjectPut","151974:151979"
"261","ObjectPut","152113:152137"
"262","ObjectPut","152574:152577"
"263","ObjectPut","152577:152580"
"264","Pointing","153673:153709"
"265","CellToEar","154070:154094"
"266","CellToEar","154242:154259"
"267","ObjectPut","154553:154554"
"268","CellToEar","154662:154676"
"269","ObjectPut","154927:154928"
"270","ObjectPut","155147:155153"
"271","ObjectPut","155600:155602"
"272","PeopleMeet","156282:156337"
"273","Embrace","156327:156376"
"274","PeopleMeet","156494:156606"
"275","PersonRuns","162367:162422"
"276","Pointing","165608:165636"
"277","PersonRuns","166894:166979"
"278","PersonRuns","167022:167138"
"279","ObjectPut","167460:167465"
"280","ObjectPut","168001:168002"
"281","ObjectPut","168157:168159"
"282","ObjectPut","168302:168308"
"283","Pointing","168303:168319"
"284","ObjectPut","168341:168344"
"285","ObjectPut","168472:168488"
"286","ObjectPut","168623:168634"
"287","Pointing","168777:168788"
"288","CellToEar","168961:168980"
"289","ObjectPut","169156:169260"
"290","ObjectPut","169454:169457"
"291","Pointing","169916:169928"
"292","Pointing","169956:169970"
"293","ObjectPut","170074:170076"
"294","ObjectPut","170129:170131"
"295","Pointing","170745:170774"
"296","Pointing","170934:171025"
"297","ObjectPut","171036:171101"
"298","ObjectPut","171060:171063"
"299","Pointing","171067:171090"
"300","ObjectPut","171421:171424"
"301","Pointing","171770:171796"
"302","Pointing","171804:171852"
"303","Pointing","171822:171852"
"304","ObjectPut","171980:171982"
"305","Pointing","172029:172040"
"306","Pointing","172052:172065"
"307","Pointing","172104:172126"
"308","PersonRuns","172131:172235"
"309","PersonRuns","172422:172537"
"310","Pointing","173017:173036"
"311","PersonRuns","173497:173541"
"312","ObjectPut","174311:174313"
"313","Pointing","174335:174360"
"314","Pointing","174400:174410"
"315","PersonRuns","174417:174511"
"316","ObjectPut","174587:174590"
"317","ObjectPut","174933:174955"
"318","ObjectPut","175066:175069"
"319","ObjectPut","175616:175619"
"320","ObjectPut","175636:175642"
"321","ObjectPut","175670:175676"
"322","ObjectPut","176049:176052"
"323","PersonRuns","176488:176575"
"324","PersonRuns","176569:176649"
"325","PeopleMeet","177352:177352"
"326","ObjectPut","183060:183088"
"327","ObjectPut","183443:183452"
"328","ObjectPut","187926:187933"
"329","ObjectPut","187973:187980"
