"ID","EventType","Framespan"
"99","Pointing","71207:71231"
"100","Pointing","71239:71256"
"101","Pointing","72421:72443"
"102","Pointing","72439:72584"
"103","PeopleMeet","72734:72838"
"104","Embrace","72838:72892"
"105","PeopleMeet","73682:73745"
"106","Pointing","73746:73764"
"107","Pointing","75892:75995"
"108","ObjectPut","76490:76523"
"109","CellToEar","76557:76573"
"110","PeopleMeet","77354:77474"
"111","PeopleMeet","77898:78031"
"112","PersonRuns","77951:78035"
"113","PersonRuns","79095:79151"
"114","Pointing","79195:79211"
"115","ObjectPut","80008:80084"
"116","ObjectPut","80628:80969"
"117","PeopleMeet","81059:81166"
"118","Pointing","84175:84256"
"119","Pointing","84296:84330"
"120","PersonRuns","85270:85370"
"121","Pointing","85284:85296"
"122","Pointing","85409:85415"
"123","PersonRuns","85411:85524"
"124","PersonRuns","85913:85965"
"125","ObjectPut","86670:86679"
"126","PersonRuns","86752:86830"
"127","PeopleMeet","86772:86832"
"128","Pointing","86892:86900"
"129","PeopleMeet","87052:87146"
"130","ObjectPut","87320:87331"
"131","Embrace","87364:87535"
"132","CellToEar","87505:88015"
"133","Pointing","88320:88336"
"134","ObjectPut","88642:88652"
"135","ObjectPut","88907:88939"
"136","ObjectPut","89115:89152"
"137","PeopleMeet","90140:90248"
"138","Embrace","90247:90335"
"139","PeopleSplitUp","91695:91785"
"140","Pointing","91879:91885"
"141","Pointing","92022:92033"
"142","Pointing","92499:92521"
"143","PeopleSplitUp","93012:93250"
"144","ObjectPut","93135:93152"
"145","PeopleMeet","93506:93575"
"146","PeopleSplitUp","94065:95111"
"147","ObjectPut","94077:94097"
"148","ObjectPut","94238:94247"
"149","Pointing","94269:94275"
"150","ObjectPut","94507:94510"
"151","ObjectPut","98338:98340"
"152","ObjectPut","102613:102628"
"153","CellToEar","102846:102908"
"154","Pointing","107443:107446"
"155","PeopleMeet","107999:108141"
"156","PersonRuns","108488:108627"
"157","Pointing","108668:108733"
"158","Pointing","108769:108854"
"159","PersonRuns","108940:109006"
"160","PeopleMeet","108965:109083"
"161","PersonRuns","109023:109194"
"162","Pointing","109079:109157"
"163","CellToEar","109106:109144"
"164","PeopleMeet","109190:109217"
"165","Pointing","109245:109274"
"166","Pointing","109368:109534"
"167","Pointing","109414:109424"
"168","Pointing","110564:110670"
"169","PeopleMeet","110612:110647"
"170","PeopleMeet","110635:110890"
"171","Embrace","110641:110672"
"172","ObjectPut","110807:110815"
"173","Pointing","110812:110895"
"174","PeopleSplitUp","110826:110958"
"175","ObjectPut","110835:110840"
"176","ObjectPut","110850:110882"
"177","Embrace","110859:110935"
"178","Pointing","110882:110884"
"179","Embrace","110975:111106"
"180","PeopleSplitUp","111103:111425"
"181","ObjectPut","111242:111288"
"182","ObjectPut","111312:111328"
"183","PeopleMeet","111611:111668"
"184","Embrace","111633:111784"
"185","Pointing","111673:111684"
"186","Pointing","112609:112610"
"187","PeopleMeet","114106:114239"
"188","CellToEar","114482:114499"
"189","CellToEar","114508:114534"
"190","PeopleMeet","115124:115194"
"191","ObjectPut","115215:115241"
"192","PeopleSplitUp","115230:115845"
"193","ObjectPut","115258:115266"
"194","ObjectPut","115420:115470"
"195","Pointing","117293:117445"
"196","ObjectPut","119497:119521"
"197","ObjectPut","119856:119897"
"198","ObjectPut","120080:120091"
"199","CellToEar","120369:120388"
"200","PeopleMeet","120531:121024"
"201","PeopleMeet","121627:121739"
"202","PeopleMeet","121786:121842"
"203","Pointing","121876:121886"
"204","Pointing","122875:122884"
"205","Pointing","122914:122982"
"206","Pointing","122977:123029"
"207","Pointing","124078:124113"
"208","Pointing","124575:124612"
"209","PeopleMeet","127209:127535"
"210","Embrace","127527:127580"
"211","Embrace","127731:127780"
"212","ObjectPut","129069:129118"
"213","Pointing","130339:130466"
"214","PeopleMeet","130451:130705"
"215","Pointing","130517:130578"
"216","PeopleSplitUp","130817:131322"
"217","Pointing","130829:130843"
"218","Pointing","131003:131072"
"219","Embrace","131464:131548"
"220","ObjectPut","132225:132243"
"221","ObjectPut","132273:132288"
"222","PersonRuns","133571:133675"
"223","PersonRuns","133755:133971"
"224","PeopleMeet","134075:134401"
"225","Pointing","134113:134117"
"226","PeopleMeet","134556:134659"
"227","Embrace","134641:134729"
"228","Pointing","134809:134820"
"229","Pointing","134882:134888"
"230","PeopleSplitUp","135588:135700"
"231","PeopleMeet","135841:135982"
"232","Pointing","136429:136472"
"233","CellToEar","145366:145387"
"234","PeopleMeet","146641:147119"
"235","PeopleMeet","146891:146928"
"236","Embrace","146991:147013"
"237","Pointing","147409:147418"
"238","ObjectPut","147808:147839"
"239","PersonRuns","148401:148562"
"240","PeopleMeet","148848:148887"
"241","PeopleSplitUp","149176:150172"
"242","CellToEar","149318:149341"
"243","CellToEar","149713:149731"
"244","CellToEar","150152:150176"
"245","ObjectPut","151881:151899"
"246","Pointing","152483:152491"
"247","PeopleMeet","152501:152658"
"248","Pointing","152949:152965"
"249","Pointing","154465:154541"
"250","Pointing","155400:155409"
"251","CellToEar","155529:155543"
"252","Pointing","155906:155934"
"253","PeopleSplitUp","156288:156583"
"254","Pointing","157459:157470"
"255","Pointing","157512:157598"
"256","Pointing","157956:157967"
"257","Pointing","158064:158098"
"258","Pointing","158224:158228"
"259","Pointing","158229:158288"
"260","Pointing","158239:158266"
"261","ObjectPut","158296:158300"
"262","ObjectPut","158798:158807"
"263","CellToEar","160037:160055"
"264","ObjectPut","160083:160107"
"265","PeopleMeet","160561:160765"
"266","PeopleSplitUp","161228:161516"
"267","PeopleMeet","161797:162116"
"268","PeopleMeet","161917:162066"
"269","Pointing","163192:163259"
"270","ObjectPut","163592:163640"
"271","Pointing","164371:164394"
"272","Pointing","164490:164540"
"273","CellToEar","165034:165046"
"274","CellToEar","165258:165283"
"275","Pointing","165890:165989"
"276","Pointing","168001:168015"
"277","PeopleMeet","168165:168286"
"278","PeopleSplitUp","169769:170003"
"279","CellToEar","169852:169862"
"280","Pointing","169889:169903"
"281","PeopleMeet","171221:171247"
"282","PersonRuns","171240:171273"
"283","Pointing","171747:171766"
"284","Pointing","171882:171907"
"285","ObjectPut","173254:173264"
"286","PersonRuns","173454:173547"
"287","Pointing","173514:173520"
"288","Pointing","174687:174694"
"289","ObjectPut","174722:174729"
"290","Pointing","174752:174769"
"291","CellToEar","174791:174807"
"292","ObjectPut","175468:175488"
"293","ObjectPut","175470:175485"
"294","PeopleSplitUp","176706:176754"
"295","PeopleMeet","176862:176907"
"296","CellToEar","177042:177054"
"297","PeopleMeet","177113:177391"
"298","Embrace","177532:177579"
"299","PeopleMeet","177639:177827"
"300","Pointing","177937:177942"
"301","Pointing","177971:177977"
"302","Pointing","179227:179241"
"303","PeopleMeet","179412:179743"
"304","Embrace","179724:179835"
"305","Embrace","179990:180136"
"306","ObjectPut","180127:180143"
"307","Embrace","180600:180999"
"308","ObjectPut","182094:182114"
"309","PersonRuns","182659:182700"
"310","Embrace","183076:183155"
"311","Embrace","183077:183126"
"312","PeopleSplitUp","183568:184176"
"313","PeopleMeet","184719:184844"
"314","PeopleSplitUp","184781:184796"
"315","PeopleSplitUp","185377:185419"
"316","ObjectPut","185569:185604"
"317","Pointing","186856:186864"
"318","PeopleMeet","186865:186938"
"319","Pointing","187223:187240"
"320","Pointing","187242:187253"
