"ID","EventType","Framespan"
"144","ObjectPut","73348:73350"
"145","Pointing","75131:75162"
"146","PeopleMeet","75348:75556"
"147","PeopleMeet","76389:76564"
"148","Pointing","76393:76397"
"149","Pointing","76884:76932"
"150","Pointing","76954:77004"
"151","Pointing","76977:76993"
"152","Pointing","78031:78042"
"153","Pointing","78047:78138"
"154","CellToEar","78279:78296"
"155","Pointing","78366:78388"
"156","Pointing","79130:79165"
"157","PersonRuns","79946:80056"
"158","Pointing","80238:80283"
"159","PeopleMeet","81431:81538"
"160","PersonRuns","81835:82005"
"161","PersonRuns","82070:82120"
"162","PersonRuns","82146:82280"
"163","Pointing","83778:83783"
"164","Pointing","83842:83849"
"165","PersonRuns","87525:87591"
"166","CellToEar","90210:90884"
"167","CellToEar","91494:91517"
"168","CellToEar","91675:91683"
"169","PeopleMeet","91852:91901"
"170","Pointing","92034:92040"
"171","Pointing","94226:94230"
"172","PersonRuns","94498:94533"
"173","CellToEar","97305:97313"
"174","Pointing","104379:104409"
"175","Pointing","104452:104470"
"176","PersonRuns","104666:104762"
"177","Pointing","105699:105714"
"178","Pointing","105808:105832"
"179","ObjectPut","106924:106942"
"180","ObjectPut","107092:107148"
"181","ObjectPut","107148:107184"
"182","ObjectPut","107194:107253"
"183","PeopleSplitUp","107519:107788"
"184","Pointing","107597:107636"
"185","ObjectPut","107828:107879"
"186","ObjectPut","108012:108057"
"187","ObjectPut","111734:111761"
"188","ObjectPut","112417:112450"
"189","PeopleMeet","112471:112473"
"190","PeopleMeet","112549:112611"
"191","Pointing","112678:112698"
"192","Pointing","112740:112759"
"193","PeopleSplitUp","112827:112922"
"194","Pointing","113448:113462"
"195","PeopleMeet","115645:115781"
"196","PeopleMeet","116285:116336"
"197","Pointing","117033:117039"
"198","PeopleMeet","118055:118142"
"199","PeopleSplitUp","119762:119884"
"200","Pointing","120137:120146"
"201","Pointing","120458:120526"
"202","PeopleMeet","121285:121478"
"203","PeopleSplitUp","121430:121708"
"204","ObjectPut","121502:121508"
"205","ObjectPut","121788:121790"
"206","PeopleMeet","121881:122024"
"207","Pointing","121955:121963"
"208","Pointing","124331:124403"
"209","Pointing","125705:125722"
"210","Pointing","126287:126294"
"211","Pointing","127088:127094"
"212","ObjectPut","127897:127902"
"213","Pointing","127964:127984"
"214","Pointing","128007:128021"
"215","Pointing","128133:128193"
"216","Pointing","128231:128234"
"217","Pointing","128840:128861"
"218","Pointing","128905:128937"
"219","Pointing","129429:129457"
"220","ObjectPut","133631:133632"
"221","CellToEar","134052:134058"
"222","CellToEar","134471:134494"
"223","PeopleMeet","134501:134551"
"224","Embrace","134538:134638"
"225","PersonRuns","137368:137400"
"226","PeopleSplitUp","137426:137796"
"227","Pointing","138741:138789"
"228","Pointing","138766:138774"
"229","ObjectPut","140015:140027"
"230","ObjectPut","140110:140155"
"231","Pointing","140809:140818"
"232","PeopleMeet","140964:141119"
"233","Pointing","141173:141210"
"234","Pointing","142882:142888"
"235","Pointing","142885:142903"
"236","PersonRuns","143936:143987"
"237","Pointing","144518:144541"
"238","Pointing","145273:145290"
"239","Pointing","145328:145340"
"240","Pointing","145330:145341"
"241","CellToEar","146245:146265"
"242","ObjectPut","146279:146281"
"243","PeopleMeet","148731:148753"
"244","Pointing","148815:148826"
"245","Pointing","149596:149619"
"246","ObjectPut","149914:149919"
"247","ObjectPut","150003:150007"
"248","ObjectPut","150115:150119"
"249","PeopleSplitUp","150758:151166"
"250","PersonRuns","152789:152841"
"251","ObjectPut","153384:153389"
"252","ObjectPut","153791:153798"
"253","ObjectPut","153806:153816"
"254","PersonRuns","154032:154126"
"255","Pointing","155932:155946"
"256","Pointing","156278:156297"
"257","PersonRuns","156962:157039"
"258","CellToEar","157581:157592"
"259","PeopleMeet","157693:157723"
"260","PeopleSplitUp","157838:157954"
"261","PeopleMeet","157865:157970"
"262","PeopleMeet","158153:158298"
"263","PersonRuns","158698:158904"
"264","PeopleMeet","159200:159271"
"265","PeopleMeet","161920:161961"
"266","PeopleSplitUp","163641:163842"
"267","PeopleMeet","164442:164625"
"268","PeopleMeet","165756:165779"
"269","PeopleMeet","167347:167529"
"270","Pointing","167788:167795"
"271","PeopleMeet","167806:167933"
"272","Pointing","167955:168171"
"273","Pointing","168091:168101"
"274","Pointing","169042:169055"
"275","Pointing","169098:169107"
"276","Pointing","169421:169429"
"277","Pointing","169915:169982"
"278","PeopleSplitUp","169978:170333"
"279","PeopleMeet","170018:170074"
"280","Embrace","170055:170154"
"281","PeopleSplitUp","170180:170326"
"282","Pointing","170328:170338"
"283","ObjectPut","170519:170533"
"284","Pointing","170717:170727"
"285","Pointing","170749:170758"
"286","Pointing","170903:170909"
"287","PeopleSplitUp","171418:171547"
"288","Pointing","171504:171510"
"289","ObjectPut","171910:171974"
"290","Pointing","172207:172304"
"291","PeopleMeet","172355:172620"
"292","Pointing","172609:172633"
"293","Pointing","172669:172725"
"294","ObjectPut","173824:173831"
"295","ObjectPut","173889:173894"
"296","CellToEar","175106:175117"
"297","Pointing","175957:175971"
"298","Pointing","176083:176092"
"299","Pointing","177262:177283"
"300","PeopleMeet","177801:177896"
"301","PeopleMeet","178924:179040"
"302","ObjectPut","179062:179262"
"303","PeopleSplitUp","179403:179589"
"304","PersonRuns","179549:179600"
"305","Pointing","180175:180177"
"306","PeopleMeet","180501:180595"
"307","PeopleMeet","182732:182798"
"308","PeopleMeet","183169:183221"
"309","Pointing","183297:183311"
