"ID","EventType","Framespan"
"159","Pointing","76972:77027"
"160","Pointing","80438:80460"
"161","Pointing","80658:80674"
"162","PeopleMeet","81411:81442"
"163","PeopleMeet","82874:82880"
"164","ObjectPut","83585:83661"
"165","Pointing","83665:83718"
"166","Pointing","83914:83919"
"167","PeopleMeet","83929:83962"
"168","PeopleSplitUp","84833:84865"
"169","PeopleSplitUp","85370:85528"
"170","ObjectPut","85508:85513"
"171","PeopleSplitUp","86369:86744"
"172","PeopleMeet","86638:86668"
"173","Pointing","87317:87325"
"174","PeopleSplitUp","87384:87613"
"175","ObjectPut","87431:87435"
"176","ObjectPut","88265:88268"
"177","PeopleMeet","89236:89347"
"178","Pointing","89318:89334"
"179","PeopleSplitUp","89348:89883"
"180","PeopleMeet","92648:93009"
"181","PeopleMeet","95526:95719"
"182","Pointing","95686:95695"
"183","PeopleSplitUp","95821:95865"
"184","PeopleMeet","96147:96261"
"185","PeopleSplitUp","97113:97200"
"186","PeopleMeet","97914:97951"
"187","PeopleMeet","99304:99648"
"188","Pointing","101093:101101"
"189","PeopleSplitUp","102698:102807"
"190","PeopleSplitUp","103109:103406"
"191","PeopleMeet","103450:103869"
"192","Pointing","103813:103850"
"193","PeopleMeet","103874:103885"
"194","PeopleSplitUp","103885:103954"
"195","PeopleSplitUp","104094:104243"
"196","PeopleMeet","104860:104936"
"197","PeopleSplitUp","105968:106537"
"198","PeopleMeet","106174:106225"
"199","PeopleMeet","107242:107334"
"200","PeopleMeet","107274:107517"
"201","PeopleSplitUp","107380:107632"
"202","PeopleMeet","108182:108334"
"203","Pointing","109691:109711"
"204","PeopleMeet","109826:110084"
"205","PeopleSplitUp","110566:110875"
"206","Pointing","114538:114550"
"207","PeopleSplitUp","115016:115148"
"208","PeopleMeet","120151:120227"
"209","PeopleMeet","120687:120722"
"210","PeopleSplitUp","121831:122125"
"211","PeopleMeet","121957:121987"
"212","PeopleSplitUp","122038:122053"
"213","PeopleMeet","123372:123410"
"214","ObjectPut","124253:124275"
"215","PeopleSplitUp","124396:124515"
"216","PeopleSplitUp","124647:125295"
"217","PeopleMeet","125293:125322"
"218","Pointing","126176:126198"
"219","PeopleMeet","127141:127166"
"220","PeopleSplitUp","129225:129347"
"221","PeopleMeet","134364:134435"
"222","Pointing","134792:134798"
"223","Pointing","134845:134920"
"224","Pointing","135125:135151"
"225","Pointing","135359:135370"
"226","Pointing","135674:135807"
"227","PeopleSplitUp","135874:136017"
"228","Pointing","135954:135976"
"229","PeopleSplitUp","135973:136158"
"230","PeopleMeet","136889:136936"
"231","PeopleSplitUp","136949:137000"
"232","PeopleMeet","137046:137100"
"233","PeopleSplitUp","137128:137195"
"234","PeopleMeet","137269:137280"
"235","PeopleSplitUp","137281:137375"
"236","PeopleMeet","139714:139789"
"237","Pointing","139838:139862"
"238","Pointing","139873:139903"
"239","PeopleSplitUp","139938:140395"
"240","PeopleMeet","144975:145044"
"241","Pointing","145023:145060"
"242","Pointing","145118:145155"
"243","PeopleSplitUp","145172:145513"
"244","PeopleSplitUp","145424:145616"
"245","PeopleMeet","146484:146564"
"246","ObjectPut","146626:146643"
"247","PeopleMeet","147249:147415"
"248","ObjectPut","147284:147336"
"249","Pointing","147530:147552"
"250","PeopleSplitUp","147617:147900"
"251","PeopleSplitUp","147728:147795"
"252","PeopleSplitUp","147960:148098"
"253","PeopleSplitUp","148038:148070"
"254","CellToEar","148399:148412"
"255","PeopleSplitUp","148499:148635"
"256","PeopleSplitUp","149207:149489"
"257","PeopleMeet","149589:149733"
"258","ObjectPut","149898:149971"
"259","Pointing","150277:150290"
"260","PeopleSplitUp","150474:150636"
"261","PeopleMeet","151012:151145"
"262","PeopleMeet","151023:151077"
"263","ObjectPut","151872:151981"
"264","PeopleSplitUp","151893:152625"
"265","PeopleSplitUp","152104:152226"
"266","PeopleMeet","153217:153259"
"267","PeopleSplitUp","155391:155445"
"268","PeopleMeet","156684:156860"
"269","PeopleSplitUp","157764:157958"
"270","PeopleMeet","157980:158001"
"271","Pointing","157991:158018"
"272","PeopleSplitUp","157998:158101"
"273","Pointing","158399:158414"
"274","PeopleMeet","158635:158663"
"275","PeopleSplitUp","159334:159348"
"276","Pointing","160858:160871"
"277","ObjectPut","161933:161950"
"278","ObjectPut","162671:162698"
"279","PeopleMeet","162677:162888"
"280","ObjectPut","163329:163341"
"281","PeopleSplitUp","165289:165857"
"282","PeopleMeet","169081:169305"
"283","Pointing","169728:169742"
"284","PeopleMeet","170010:170081"
"285","PeopleSplitUp","170077:170301"
"286","PeopleMeet","170216:170329"
"287","PeopleMeet","170835:171023"
"288","PeopleSplitUp","171461:172386"
"289","Pointing","171869:171929"
"290","PeopleSplitUp","172069:172339"
"291","Pointing","172552:172559"
"292","PeopleMeet","175107:175388"
"293","Pointing","175181:175323"
"294","Pointing","175451:175501"
"295","Pointing","175453:175556"
"296","PeopleSplitUp","175467:175522"
"297","PeopleSplitUp","175468:175840"
"298","PeopleSplitUp","175488:175501"
"299","PeopleMeet","180376:180400"
"300","PeopleSplitUp","181405:181442"
"301","PeopleMeet","181488:181521"
"302","PeopleMeet","182266:182305"
"303","Pointing","182572:182710"
"304","PeopleSplitUp","182775:183003"
"305","PeopleMeet","182964:183045"
"306","Pointing","182969:183035"
"307","PeopleMeet","183001:183046"
"308","PeopleSplitUp","183036:184074"
"309","Pointing","183086:183100"
"310","Pointing","183087:183100"
"311","PeopleMeet","183385:183442"
"312","PeopleMeet","184719:184844"
"313","PeopleSplitUp","184781:184796"
"314","PeopleSplitUp","185377:185419"
"315","ObjectPut","185569:185604"
"316","Pointing","186856:186864"
"317","PeopleMeet","186865:186938"
