"ID","EventType","Framespan"
"353","Pointing","148978:148984"
"354","ObjectPut","149672:149824"
"355","PeopleMeet","149731:149807"
"356","ObjectPut","150195:150205"
"357","ObjectPut","150319:150327"
"358","Pointing","150450:150474"
"359","Pointing","150563:150567"
"360","Pointing","150704:150713"
"361","Pointing","150748:150751"
"362","PeopleSplitUp","151172:151198"
"363","Pointing","151400:151404"
"364","PeopleMeet","151554:151617"
"365","ObjectPut","152143:152157"
"366","ObjectPut","152171:152178"
"367","ObjectPut","152481:152496"
"368","ObjectPut","152498:152521"
"369","Pointing","152502:152534"
"370","Pointing","152504:152533"
"371","PeopleMeet","152544:152554"
"372","Pointing","152601:152614"
"373","Pointing","152603:152616"
"374","ObjectPut","152632:152699"
"375","Pointing","153720:153730"
"376","Pointing","153733:153738"
"377","Pointing","153903:154074"
"378","Pointing","154088:154092"
"379","Pointing","154132:154203"
"380","Pointing","154215:154223"
"381","Pointing","154342:154431"
"382","ObjectPut","154435:154440"
"383","Pointing","154437:154442"
"384","ObjectPut","154736:154830"
"385","Pointing","155154:155164"
"386","Pointing","155167:155170"
"387","ObjectPut","155866:155874"
"388","Pointing","156749:156756"
"389","Pointing","156799:156810"
"390","Pointing","156918:156973"
"391","ObjectPut","157301:157512"
"392","ObjectPut","158195:158199"
"393","ObjectPut","158269:158275"
"394","ObjectPut","158485:158506"
"395","ObjectPut","158985:159050"
"396","ObjectPut","159553:159570"
"397","ObjectPut","159933:159939"
"398","ObjectPut","160041:160092"
"399","PeopleMeet","160186:160210"
"400","Pointing","160195:160208"
"401","PeopleSplitUp","160304:160368"
"402","PeopleSplitUp","160481:160586"
"403","ObjectPut","160852:160853"
"404","ObjectPut","160875:160878"
"405","PeopleMeet","160961:160993"
"406","PeopleMeet","161206:161281"
"407","ObjectPut","161349:161352"
"408","PeopleSplitUp","162015:162123"
"409","ObjectPut","162813:162816"
"410","PeopleMeet","164085:164138"
"411","PeopleSplitUp","164940:164964"
"412","Pointing","165043:165100"
"413","Pointing","165353:165375"
"414","Pointing","165956:165967"
"415","PeopleMeet","168426:168472"
"416","PeopleMeet","174914:175001"
