"ID","EventType","Framespan"
"96","ObjectPut","65032:65084"
"97","PeopleSplitUp","65033:65129"
"98","ObjectPut","65438:65458"
"99","ObjectPut","65645:65650"
"100","ObjectPut","65846:65852"
"101","PeopleMeet","65980:66059"
"102","ObjectPut","66060:66071"
"103","Pointing","68625:68677"
"104","Pointing","68632:68673"
"105","ObjectPut","69249:69279"
"106","PersonRuns","70620:70740"
"107","CellToEar","71498:71547"
"108","ObjectPut","71893:71896"
"109","ObjectPut","71966:71974"
"110","Pointing","72958:72983"
"111","Pointing","73000:73029"
"112","ObjectPut","73434:73438"
"113","PeopleMeet","73666:74270"
"114","Pointing","74020:74029"
"115","ObjectPut","74265:74283"
"116","PeopleSplitUp","74280:74636"
"117","ObjectPut","74299:74304"
"118","ObjectPut","74543:74554"
"119","ObjectPut","74543:74554"
"120","Embrace","75401:75448"
"121","PeopleSplitUp","75435:75913"
"122","ObjectPut","76318:76325"
"123","ObjectPut","76321:76331"
"124","ObjectPut","76467:76475"
"125","Pointing","78187:78202"
"126","Pointing","81285:81301"
"127","PersonRuns","84136:84183"
"128","Pointing","85859:85887"
"129","CellToEar","87153:87168"
"130","Pointing","87189:87216"
"131","CellToEar","87465:87479"
"132","ObjectPut","89110:89236"
"133","ObjectPut","89180:89196"
"134","PeopleMeet","89539:89565"
"135","Pointing","89651:89676"
"136","PeopleSplitUp","90316:90803"
"137","Pointing","90445:90456"
"138","ObjectPut","92771:92779"
"139","Pointing","92905:92947"
"140","ObjectPut","93359:93369"
"141","Pointing","95763:95911"
"142","ObjectPut","96091:96109"
"143","ObjectPut","97437:97451"
"144","Pointing","97465:97469"
"145","Pointing","97656:97668"
"146","Pointing","97711:97730"
"147","Pointing","97787:97798"
"148","ObjectPut","98126:98159"
"149","ObjectPut","98556:98692"
"150","Pointing","99193:99196"
"151","Pointing","99628:99640"
"152","PeopleMeet","100498:100657"
"153","Pointing","100502:100539"
"154","Pointing","100657:100670"
"155","Pointing","100657:100684"
"156","Pointing","100988:101162"
"157","Pointing","101218:101377"
"158","Pointing","101488:101538"
"159","Pointing","101547:101558"
"160","PeopleSplitUp","101781:101907"
"161","ObjectPut","101991:102003"
"162","Pointing","102698:102700"
"163","Pointing","102907:103113"
"164","Pointing","103087:103091"
"165","Pointing","103130:103138"
"166","Pointing","103329:103345"
"167","ObjectPut","103770:103775"
"168","ObjectPut","103819:103828"
"169","ObjectPut","103908:103914"
"170","Pointing","107208:107255"
"171","Pointing","107324:107332"
"172","Pointing","107326:107391"
"173","Pointing","107381:107399"
"174","PersonRuns","107901:107945"
"175","Pointing","108116:108127"
"176","Pointing","108179:108194"
"177","PersonRuns","108719:108768"
"178","Pointing","108738:108784"
"179","PeopleMeet","109360:109369"
"180","Embrace","109369:109485"
"181","PersonRuns","109704:109725"
"182","PeopleMeet","109772:109820"
"183","Pointing","109782:109801"
"184","Pointing","109820:109942"
"185","Pointing","109933:110065"
"186","Pointing","110251:110257"
"187","PersonRuns","112066:112137"
"188","ObjectPut","113098:113100"
"189","PeopleSplitUp","113142:113480"
"190","ObjectPut","113243:113246"
"191","ObjectPut","113289:113290"
"192","PeopleMeet","113997:114022"
"193","Embrace","114022:114093"
"194","Pointing","114119:114133"
"195","Pointing","114139:114146"
"196","PersonRuns","114186:114243"
"197","ObjectPut","114315:114317"
"198","PeopleMeet","116200:116269"
"199","PeopleMeet","116317:116327"
"200","PeopleSplitUp","116602:116857"
"201","Pointing","117316:117324"
"202","Pointing","120768:120840"
"203","Pointing","122399:122537"
"204","PeopleMeet","122789:122808"
"205","Pointing","122893:123113"
"206","Pointing","122937:123025"
"207","PeopleSplitUp","123116:123156"
"208","PeopleMeet","124726:124786"
"209","Pointing","124757:124791"
"210","PersonRuns","124927:124945"
"211","PersonRuns","125304:125362"
"212","PeopleSplitUp","125536:125712"
"213","PeopleMeet","126167:126215"
"214","ObjectPut","126210:126243"
"215","CellToEar","126892:126905"
"216","Pointing","127938:127945"
"217","Pointing","129206:129235"
"218","CellToEar","129459:129470"
"219","Pointing","129790:129800"
"220","CellToEar","129819:129851"
"221","PersonRuns","130264:130349"
"222","ObjectPut","130436:130471"
"223","PersonRuns","131072:131173"
"224","Pointing","131152:131188"
"225","Pointing","131457:131469"
"226","PersonRuns","131573:131633"
"227","Pointing","134348:134435"
"228","Pointing","136411:136505"
"229","CellToEar","138581:138591"
"230","Pointing","140613:140626"
"231","Pointing","140676:140685"
"232","Pointing","142350:142365"
"233","PersonRuns","145341:145409"
"234","PersonRuns","147260:147351"
"235","PersonRuns","149296:149347"
"236","CellToEar","150082:150092"
"237","Pointing","152226:152254"
"238","PeopleMeet","153179:153347"
"239","Pointing","153326:153393"
"240","Pointing","153436:153443"
"241","Pointing","153870:153879"
"242","Pointing","154185:154244"
"243","Pointing","154207:154334"
"244","PeopleMeet","154951:155121"
"245","Pointing","155048:155088"
"246","Pointing","155211:155217"
"247","Pointing","155254:155330"
"248","Pointing","155368:155373"
"249","Pointing","155435:155448"
"250","Pointing","155560:155566"
"251","ObjectPut","155872:155875"
"252","Pointing","156153:156161"
"253","Pointing","157663:157670"
"254","PersonRuns","157903:157974"
"255","Pointing","158805:158809"
"256","Pointing","159851:159858"
"257","PersonRuns","159948:160000"
"258","CellToEar","161279:161362"
"259","ObjectPut","163691:163715"
"260","Pointing","165515:165588"
"261","PersonRuns","166994:167052"
"262","PeopleMeet","175064:175135"
"263","PeopleSplitUp","177043:177115"
"264","ObjectPut","179130:179134"
"265","CellToEar","181827:181838"
"266","CellToEar","182031:182042"
"267","CellToEar","182210:182219"
"268","CellToEar","182363:182375"
"269","PeopleSplitUp","183074:183274"
"270","PeopleMeet","187924:187989"
