"ID","EventType","Framespan"
"68","ObjectPut","34802:34807"
"69","PeopleMeet","35989:36065"
"70","Embrace","36034:36186"
"71","ObjectPut","36533:36543"
"72","ObjectPut","36573:36609"
"73","Pointing","37551:37566"
"74","CellToEar","38792:38813"
"75","Pointing","38891:38923"
"76","CellToEar","40140:40153"
"77","Pointing","41154:41331"
"78","Pointing","41379:41432"
"79","Pointing","41606:41610"
"80","Pointing","41783:41795"
"81","CellToEar","43929:43940"
"82","ObjectPut","44134:44138"
"83","PeopleMeet","45074:45122"
"84","PeopleSplitUp","45225:45329"
"85","Pointing","45237:45274"
"86","Pointing","45245:45300"
"87","Pointing","45386:45412"
"88","PeopleMeet","45463:45558"
"89","ObjectPut","46557:46559"
"90","Pointing","46632:46641"
"91","Pointing","47068:47084"
"92","CellToEar","47415:47429"
"93","Pointing","47832:47843"
"94","Pointing","47975:48000"
"95","Pointing","47981:47997"
"96","Pointing","48191:48198"
"97","Pointing","48308:48348"
"98","Pointing","49572:49575"
"99","PeopleSplitUp","50777:50868"
"100","Pointing","51165:51178"
"101","CellToEar","51243:51252"
"102","CellToEar","51277:51282"
"103","CellToEar","51631:51641"
"104","Pointing","51771:51776"
"105","Pointing","51937:51969"
"106","CellToEar","52517:52533"
"107","PeopleMeet","52611:52723"
"108","Pointing","53429:53440"
"109","Pointing","54638:54675"
"110","Pointing","54677:54714"
"111","PeopleSplitUp","54699:54800"
"112","Pointing","56000:56145"
"113","Pointing","56193:56445"
"114","PeopleMeet","56213:56251"
"115","PeopleSplitUp","56407:56500"
"116","ObjectPut","59353:59372"
"117","ObjectPut","61664:61682"
"118","Pointing","61767:61819"
"119","PeopleSplitUp","63230:63351"
"120","Pointing","63450:63487"
"121","PeopleMeet","63454:63492"
"122","PeopleSplitUp","63492:63539"
"123","Pointing","66809:66819"
"124","ObjectPut","68293:68302"
"125","PeopleMeet","69359:69387"
"126","Pointing","69396:69427"
"127","ObjectPut","69601:69602"
"128","ObjectPut","69654:69656"
"129","PeopleMeet","69999:70110"
"130","ObjectPut","70433:70435"
"131","Pointing","70696:70770"
"132","Pointing","70817:70822"
"133","PeopleMeet","71096:71166"
"134","ObjectPut","71204:71296"
"135","Pointing","71358:71388"
"136","ObjectPut","71453:71454"
"137","ObjectPut","71533:71535"
"138","Pointing","72043:72054"
"139","ObjectPut","72140:72159"
"140","PeopleSplitUp","72236:72449"
"141","Pointing","72994:73020"
"142","Pointing","74028:74031"
"143","Pointing","74121:74128"
"144","PeopleMeet","74467:74594"
"145","Pointing","74674:74710"
"146","ObjectPut","74903:74904"
"147","CellToEar","75798:75805"
"148","Pointing","76956:76991"
"149","ObjectPut","77101:77114"
"150","CellToEar","77294:77316"
"151","CellToEar","77367:77381"
"152","CellToEar","77478:77508"
"153","PeopleMeet","77753:77956"
"154","CellToEar","78320:78338"
"155","Pointing","78465:78555"
"156","CellToEar","78585:78598"
"157","Pointing","78728:78739"
"158","Pointing","78878:78883"
"159","Pointing","79291:79310"
"160","CellToEar","79404:79547"
"161","CellToEar","79470:79779"
"162","PeopleMeet","79511:79620"
"163","ObjectPut","79634:79649"
"164","Pointing","79778:79789"
"165","Pointing","79955:79982"
"166","PeopleMeet","80117:80173"
"167","Pointing","80458:80469"
"168","Pointing","80474:80508"
"169","PeopleMeet","81022:81109"
"170","ObjectPut","81154:81176"
"171","ObjectPut","81159:81199"
"172","PeopleSplitUp","81163:81340"
"173","CellToEar","82617:82643"
"174","Pointing","82641:82683"
"175","Pointing","82641:82653"
"176","PeopleMeet","82854:83020"
"177","Pointing","83015:83030"
"178","Pointing","83171:83192"
"179","PeopleSplitUp","83404:83480"
"180","ObjectPut","83422:83475"
"181","ObjectPut","83422:83497"
"182","ObjectPut","83496:83504"
"183","Pointing","83674:83769"
"184","ObjectPut","83852:83859"
"185","ObjectPut","83932:83943"
"186","ObjectPut","83959:83967"
"187","PeopleMeet","84872:85034"
"188","CellToEar","85025:85060"
"189","Embrace","85077:85106"
"190","PeopleMeet","85217:85460"
"191","CellToEar","85260:85272"
"192","Pointing","85654:85665"
"193","PeopleMeet","85915:85949"
"194","PeopleMeet","85999:86070"
"195","Pointing","86029:86034"
"196","PeopleMeet","86053:86118"
"197","PeopleSplitUp","86120:86189"
"198","Pointing","86240:86272"
"199","Pointing","86594:86618"
"200","CellToEar","86713:86725"
"201","ObjectPut","86872:86895"
"202","CellToEar","87462:87549"
"203","CellToEar","88021:88068"
"204","Pointing","88305:88316"
"205","CellToEar","88392:88407"
"206","ObjectPut","89810:89822"
"207","Pointing","90024:90109"
"208","Pointing","90131:90162"
"209","PersonRuns","90146:90187"
"210","CellToEar","90702:90714"
"211","Pointing","90772:90776"
"212","Pointing","90795:90810"
"213","PeopleMeet","90865:90908"
"214","Pointing","90970:91006"
"215","Pointing","91294:91305"
"216","CellToEar","91305:91314"
"217","Pointing","91415:91455"
"218","Pointing","91484:91506"
"219","ObjectPut","91704:91725"
"220","Pointing","92637:92722"
"221","Pointing","92826:92843"
"222","Pointing","95265:95306"
"223","Pointing","95739:95751"
"224","PeopleMeet","96695:96729"
"225","Pointing","97856:97904"
"226","Pointing","98139:98181"
"227","PeopleMeet","98907:98945"
"228","Pointing","99955:99972"
"229","PeopleMeet","100430:100522"
"230","PeopleSplitUp","100523:100968"
"231","PeopleMeet","100642:100737"
"232","Pointing","101752:101764"
"233","Pointing","101918:101927"
"234","PeopleMeet","102170:102261"
"235","ObjectPut","102242:102252"
"236","Embrace","102264:102302"
"237","ObjectPut","102286:102293"
"238","Pointing","102760:102781"
"239","Pointing","102978:102994"
"240","PeopleMeet","103147:103220"
"241","ObjectPut","103509:103515"
"242","Pointing","103633:103673"
"243","ObjectPut","103861:103867"
"244","PeopleSplitUp","103904:104134"
"245","Pointing","104174:104180"
"246","Pointing","104828:104840"
"247","PeopleMeet","105091:105143"
"248","Pointing","105252:105274"
"249","Pointing","105406:105409"
"250","PeopleSplitUp","105473:105500"
"251","PeopleMeet","105807:105845"
"252","PeopleSplitUp","106566:106621"
"253","Pointing","106874:106891"
"254","CellToEar","107052:107066"
"255","Pointing","107073:107093"
"256","Pointing","107238:107252"
"257","Pointing","108338:108421"
"258","CellToEar","108979:109009"
"259","Pointing","111056:111080"
"260","Pointing","111190:111225"
"261","ObjectPut","111599:111662"
"262","Pointing","111678:111714"
"263","CellToEar","111956:111978"
"264","Pointing","113746:113750"
"265","Pointing","114546:114581"
"266","ObjectPut","116034:116036"
"267","Pointing","116215:116230"
"268","PersonRuns","116490:116535"
"269","CellToEar","116606:116627"
"270","PeopleMeet","116947:117033"
"271","Pointing","117056:117067"
"272","Pointing","117203:117268"
"273","Pointing","117515:117546"
"274","Pointing","117836:117870"
"275","Pointing","117856:117869"
"276","PeopleSplitUp","117864:117964"
"277","CellToEar","117919:117936"
"278","Pointing","118693:118729"
"279","PersonRuns","119231:119384"
"280","Pointing","119725:119760"
"281","Pointing","120483:120574"
"282","Pointing","120575:120575"
"283","Pointing","120971:120998"
"284","Pointing","121039:121045"
"285","ObjectPut","121316:121318"
"286","ObjectPut","122035:122037"
"287","PeopleMeet","129558:129630"
"288","Pointing","130030:130083"
"289","Pointing","130127:130184"
"290","ObjectPut","130379:130402"
"291","ObjectPut","130929:130970"
"292","ObjectPut","132703:132713"
"293","ObjectPut","133076:133082"
"294","PeopleMeet","135060:136881"
"295","ObjectPut","135074:135082"
"296","ObjectPut","135578:135587"
"297","ObjectPut","136967:136975"
"298","ObjectPut","140317:140335"
"299","PeopleMeet","142618:142722"
"300","PeopleSplitUp","143301:143412"
"301","Pointing","144125:144165"
"302","Pointing","146344:146351"
"303","Pointing","146561:146708"
"304","Pointing","146902:146915"
"305","Pointing","147319:147322"
"306","Pointing","147355:147362"
"307","Pointing","147507:147579"
"308","ObjectPut","147665:147673"
"309","ObjectPut","148687:148694"
"310","Pointing","148818:148835"
"311","Pointing","149059:149065"
"312","Pointing","149107:149114"
"313","Pointing","150112:150124"
"314","Pointing","150238:150244"
"315","ObjectPut","150251:150260"
"316","CellToEar","150383:150403"
"317","Pointing","151045:151074"
"318","CellToEar","152303:152324"
"319","Pointing","152353:152359"
"320","ObjectPut","152551:152552"
"321","PersonRuns","153451:153502"
"322","PersonRuns","153457:153513"
"323","Pointing","153842:153848"
"324","PeopleMeet","154750:154909"
"325","Embrace","154793:154828"
"326","Embrace","154841:154872"
"327","Pointing","155023:155045"
"328","PersonRuns","155413:155519"
"329","PersonRuns","155420:155479"
"330","Pointing","155478:155526"
"331","Pointing","156363:156390"
"332","PersonRuns","156628:156700"
"333","PersonRuns","156662:156689"
"334","ObjectPut","156878:156880"
"335","PersonRuns","157661:157691"
"336","Pointing","158301:158311"
"337","Pointing","158337:158349"
"338","ObjectPut","158379:158381"
"339","Pointing","158732:158760"
"340","Pointing","159275:159291"
"341","CellToEar","159614:159631"
"342","ObjectPut","160462:160465"
"343","ObjectPut","160472:160485"
"344","PeopleMeet","161687:161774"
"345","PeopleSplitUp","164091:164297"
"346","Pointing","167769:167795"
"347","Pointing","167771:167791"
"348","CellToEar","167786:167810"
"349","CellToEar","167786:167808"
"350","ObjectPut","168066:168068"
"351","ObjectPut","169255:169258"
"352","ObjectPut","169610:169612"
"353","Pointing","170275:170311"
"354","PeopleSplitUp","170371:170478"
"355","Pointing","171014:171027"
"356","Pointing","171107:171130"
"357","Pointing","171696:171714"
"358","Pointing","171735:171747"
"359","Pointing","171794:171834"
"360","ObjectPut","172574:172579"
"361","Pointing","173298:173398"
"362","ObjectPut","174489:174490"
"363","PeopleMeet","174897:174980"
"364","PeopleMeet","175086:175168"
"365","PeopleMeet","175360:175432"
"366","PeopleMeet","175427:175576"
"367","PeopleMeet","175590:175620"
"368","PeopleSplitUp","175762:175840"
"369","ObjectPut","176350:176356"
"370","PeopleMeet","176417:176472"
"371","PeopleMeet","176419:176489"
"372","Embrace","176617:176712"
"373","ObjectPut","176890:176894"
"374","ObjectPut","178765:178775"
"375","ObjectPut","179006:179010"
"376","PeopleMeet","182440:182488"
"377","ObjectPut","182668:182675"
"378","CellToEar","182848:182872"
"379","Pointing","183179:183241"
"380","Pointing","183272:183294"
"381","Pointing","183306:183375"
"382","Pointing","183332:183350"
"383","CellToEar","183496:183505"
"384","PeopleMeet","183584:183663"
"385","PeopleMeet","183653:183741"
"386","PeopleSplitUp","183657:183740"
"387","Pointing","183670:183682"
"388","Pointing","183684:183693"
"389","Pointing","184375:184381"
"390","Pointing","184527:184599"
"391","Pointing","184562:184580"
"392","Pointing","184573:184588"
"393","Pointing","184649:184653"
"394","PeopleSplitUp","184757:185134"
"395","Pointing","184805:184899"
"396","Pointing","187181:187195"
"397","PeopleSplitUp","187322:187419"
"398","Pointing","187350:187410"
