"ID","EventType","Framespan"
"186","PersonRuns","60972:60999"
"187","ObjectPut","61348:61373"
"188","ObjectPut","61721:61723"
"189","Pointing","61828:61836"
"190","Pointing","61874:61942"
"191","PeopleMeet","61952:62354"
"192","PeopleSplitUp","61952:62085"
"193","Pointing","61954:61965"
"194","PersonRuns","61972:62043"
"195","Embrace","62050:62181"
"196","Pointing","62181:62258"
"197","Pointing","62294:62313"
"198","Pointing","62662:62673"
"199","PeopleSplitUp","62721:62788"
"200","PersonRuns","62759:62787"
"201","Pointing","62764:62785"
"202","Pointing","62818:62840"
"203","Pointing","62833:62882"
"204","Pointing","63016:63031"
"205","Pointing","63045:63062"
"206","Pointing","63089:63104"
"207","Pointing","63209:63229"
"208","PeopleMeet","63426:63895"
"209","Pointing","63491:63495"
"210","Pointing","63542:63545"
"211","Pointing","63999:64081"
"212","Pointing","64089:64108"
"213","PeopleSplitUp","64098:64372"
"214","Pointing","64174:64190"
"215","Pointing","64284:64300"
"216","Pointing","64331:64345"
"217","Pointing","64437:64456"
"218","Pointing","64543:64550"
"219","Pointing","64636:64684"
"220","Embrace","64718:65019"
"221","Pointing","64775:64785"
"222","Pointing","64844:64856"
"223","Pointing","64867:64911"
"224","PersonRuns","65422:65475"
"225","Pointing","65768:65783"
"226","ObjectPut","65930:65932"
"227","ObjectPut","65990:65992"
"228","ObjectPut","66141:66143"
"229","Pointing","66254:66333"
"230","Pointing","66342:66396"
"231","Pointing","67797:67813"
"232","Pointing","67872:67890"
"233","Pointing","67997:68033"
"234","PeopleMeet","69283:69410"
"235","PeopleMeet","71523:71805"
"236","Embrace","71658:71765"
"237","ObjectPut","71748:71836"
"238","Embrace","71868:71928"
"239","Embrace","71957:72011"
"240","ObjectPut","71985:72016"
"241","Embrace","72039:72100"
"242","PeopleMeet","72841:72949"
"243","Embrace","72978:73121"
"244","PeopleMeet","73121:73660"
"245","Pointing","73173:73224"
"246","Pointing","73187:73299"
"247","Pointing","73250:73301"
"248","Pointing","73431:73448"
"249","Pointing","74328:74372"
"250","Pointing","75796:75806"
"251","PeopleMeet","76535:76784"
"252","Embrace","76736:76797"
"253","Pointing","76769:76779"
"254","Embrace","76831:76909"
"255","Embrace","76928:76991"
"256","ObjectPut","77086:77092"
"257","Pointing","78472:78477"
"258","ObjectPut","79458:79861"
"259","ObjectPut","79541:79619"
"260","PeopleMeet","79868:79972"
"261","ObjectPut","79954:79957"
"262","PersonRuns","80204:80249"
"263","CellToEar","80204:80220"
"264","ObjectPut","80237:80240"
"265","CellToEar","80336:80350"
"266","ObjectPut","81305:81331"
"267","Pointing","81688:81745"
"268","ObjectPut","81713:81726"
"269","PeopleMeet","82479:83065"
"270","Pointing","82613:82622"
"271","Embrace","82665:82779"
"272","ObjectPut","82705:82708"
"273","Pointing","82741:82777"
"274","Pointing","82852:82870"
"275","Embrace","82860:82913"
"276","Embrace","82959:83021"
"277","ObjectPut","83341:83347"
"278","ObjectPut","83507:83521"
"279","ObjectPut","83521:83531"
"280","ObjectPut","83649:83656"
"281","Pointing","84876:84888"
"282","ObjectPut","85735:85739"
"283","Pointing","86376:86462"
"284","PeopleMeet","86465:86631"
"285","PersonRuns","86783:86820"
"286","ObjectPut","86917:86931"
"287","PeopleSplitUp","87080:87500"
"288","ObjectPut","87787:87790"
"289","ObjectPut","87788:87792"
"290","Pointing","89143:89158"
"291","ObjectPut","89240:89248"
"292","Pointing","89427:89437"
"293","CellToEar","89467:89483"
"294","CellToEar","89866:89885"
"295","Pointing","91685:91723"
"296","PeopleMeet","91724:91861"
"297","Pointing","91792:91801"
"298","Embrace","91825:92113"
"299","PeopleMeet","91911:91962"
"300","Pointing","93969:94070"
"301","PersonRuns","94528:94609"
"302","Pointing","96656:96711"
"303","PersonRuns","97291:97362"
"304","PersonRuns","97340:97391"
"305","PersonRuns","97445:97560"
"306","PersonRuns","98436:98479"
"307","PersonRuns","98539:98576"
"308","PeopleMeet","99220:99264"
"309","Pointing","99919:99941"
"310","Pointing","100369:100376"
"311","Pointing","100426:100477"
"312","Pointing","100445:100483"
"313","Pointing","100489:100526"
"314","Pointing","100536:100570"
"315","PersonRuns","100577:100662"
"316","Pointing","100654:100665"
"317","PersonRuns","101284:101371"
"318","ObjectPut","101346:101360"
"319","ObjectPut","101567:101573"
"320","Embrace","101874:101960"
"321","Pointing","102015:102031"
"322","ObjectPut","102355:102366"
"323","PeopleMeet","102392:102408"
"324","Embrace","102408:102523"
"325","ObjectPut","102806:102819"
"326","Pointing","105117:105125"
"327","PersonRuns","105156:105308"
"328","PersonRuns","105824:105957"
"329","Pointing","106823:106832"
"330","ObjectPut","106890:106898"
"331","PersonRuns","107267:107318"
"332","Pointing","107293:107300"
"333","Pointing","108577:108586"
"334","PeopleMeet","108971:109110"
"335","PeopleMeet","109060:109102"
"336","Embrace","109085:109172"
"337","Pointing","109432:109436"
"338","Pointing","109592:109608"
"339","Pointing","111069:111102"
"340","Pointing","111182:111189"
"341","Pointing","111964:111989"
"342","Pointing","112027:112065"
"343","Pointing","112686:112745"
"344","Pointing","112876:112881"
"345","Embrace","113028:113075"
"346","PeopleSplitUp","113061:113142"
"347","Pointing","113104:113194"
"348","PeopleMeet","113176:113431"
"349","Embrace","113267:113296"
"350","Embrace","113407:113458"
"351","PersonRuns","114580:114692"
"352","Pointing","114879:114903"
"353","PeopleMeet","114884:115166"
"354","Pointing","114902:114906"
"355","ObjectPut","115109:115121"
"356","ObjectPut","115190:115195"
"357","Embrace","115333:115582"
"358","Pointing","115419:115419"
"359","Pointing","115590:115607"
"360","Pointing","115638:115647"
"361","ObjectPut","115733:115736"
"362","Pointing","115787:115793"
"363","Pointing","115869:115915"
"364","ObjectPut","116153:116158"
"365","PeopleMeet","116248:116314"
"366","Embrace","116293:116536"
"367","PeopleMeet","116508:116961"
"368","Pointing","116661:116665"
"369","PeopleMeet","116944:117041"
"370","ObjectPut","117022:117028"
"371","Embrace","117024:117929"
"372","Pointing","117034:117048"
"373","PeopleMeet","117382:117487"
"374","Embrace","117472:117494"
"375","PeopleMeet","118023:118150"
"376","Pointing","118059:118116"
"377","ObjectPut","118077:118105"
"378","Embrace","118113:118365"
"379","Pointing","118131:118185"
"380","ObjectPut","118232:118243"
"381","ObjectPut","118285:118290"
"382","ObjectPut","118833:118837"
"383","ObjectPut","118997:119008"
"384","PeopleMeet","119495:119570"
"385","ObjectPut","119728:119736"
"386","ObjectPut","119792:119805"
"387","ObjectPut","119952:120314"
"388","ObjectPut","119982:120010"
"389","CellToEar","120020:120040"
"390","ObjectPut","120895:120900"
"391","ObjectPut","120979:120986"
"392","ObjectPut","121040:121083"
"393","ObjectPut","121361:121618"
"394","Pointing","121470:121509"
"395","Pointing","121563:121577"
"396","Pointing","121652:121658"
"397","PeopleMeet","121846:121880"
"398","Pointing","121859:121872"
"399","ObjectPut","122234:122244"
"400","ObjectPut","122743:122747"
"401","ObjectPut","122855:122858"
"402","ObjectPut","123536:123539"
"403","ObjectPut","124652:124659"
"404","ObjectPut","125733:125787"
"405","PeopleMeet","127366:127418"
"406","ObjectPut","127400:127408"
"407","Embrace","127418:127520"
"408","Embrace","127543:127591"
"409","ObjectPut","127767:127772"
"410","Pointing","128893:129009"
"411","Pointing","129031:129039"
"412","Pointing","129469:129476"
"413","CellToEar","130278:130299"
"414","Pointing","130762:130773"
"415","Pointing","130835:130848"
"416","ObjectPut","130841:130844"
"417","Pointing","130903:130911"
"418","ObjectPut","131438:131440"
"419","Pointing","131466:131512"
"420","Pointing","131551:131571"
"421","ObjectPut","131730:131732"
"422","Pointing","131781:131892"
"423","Pointing","131862:132017"
"424","ObjectPut","132235:132326"
"425","ObjectPut","132448:132628"
"426","Pointing","132754:132812"
"427","Pointing","132909:132919"
"428","Pointing","133056:133074"
"429","Pointing","133362:133371"
"430","PeopleMeet","134061:134122"
"431","ObjectPut","134150:134153"
"432","PeopleMeet","135098:135258"
"433","ObjectPut","135161:135163"
"434","Embrace","135180:135227"
"435","ObjectPut","135196:135201"
"436","Embrace","135251:135304"
"437","ObjectPut","135332:135335"
"438","ObjectPut","135333:135381"
"439","Pointing","136104:136113"
"440","Pointing","136271:136278"
"441","Pointing","136996:137017"
"442","Pointing","137586:137602"
"443","ObjectPut","137666:137680"
"444","ObjectPut","137805:137816"
"445","PeopleMeet","138560:138737"
"446","Embrace","138561:138675"
"447","Embrace","138688:138753"
"448","Pointing","139036:139058"
"449","Pointing","139083:139148"
"450","ObjectPut","140368:140386"
"451","PeopleMeet","140577:140647"
"452","Embrace","140621:140668"
"453","Pointing","141037:141053"
"454","Pointing","142208:142218"
"455","PeopleSplitUp","142232:142457"
"456","PeopleSplitUp","142275:142610"
"457","PeopleMeet","143422:143557"
"458","Embrace","143442:143488"
"459","Embrace","143492:143548"
"460","Pointing","143545:143550"
"461","Pointing","143558:143568"
"462","Pointing","143744:143775"
"463","PeopleSplitUp","143893:143927"
"464","ObjectPut","144265:144279"
"465","ObjectPut","144317:144341"
"466","PeopleMeet","144621:144694"
"467","Embrace","144639:144715"
"468","ObjectPut","145056:145060"
"469","Pointing","146603:146616"
"470","Pointing","146634:146666"
"471","Pointing","146946:146958"
"472","PeopleMeet","149114:149170"
"473","Pointing","150573:150607"
"474","Pointing","150636:150666"
"475","Pointing","151751:151761"
"476","Pointing","151913:151919"
"477","Pointing","151963:151986"
"478","Pointing","152197:152223"
"479","CellToEar","153850:153864"
"480","PeopleSplitUp","154336:154434"
"481","Pointing","154620:154639"
"482","CellToEar","154737:154745"
"483","CellToEar","154811:154827"
"484","PeopleMeet","156468:156550"
"485","CellToEar","156489:156529"
"486","PeopleMeet","157205:157275"
"487","PeopleSplitUp","157505:157559"
"488","PeopleMeet","157737:157798"
"489","PeopleMeet","158371:158447"
"490","PeopleMeet","158457:158535"
"491","PeopleSplitUp","158571:158746"
"492","PeopleMeet","158625:158696"
"493","PeopleSplitUp","159376:159525"
"494","PeopleMeet","159643:159703"
"495","PeopleSplitUp","159849:160090"
"496","ObjectPut","160310:160318"
"497","PeopleSplitUp","160943:161024"
"498","PeopleMeet","161226:161488"
"499","Pointing","161268:161278"
"500","Pointing","161403:161428"
"501","ObjectPut","161882:161888"
"502","Pointing","163388:163537"
"503","Pointing","163516:163528"
"504","CellToEar","163937:163953"
"505","PeopleMeet","165293:165491"
"506","Pointing","165294:165376"
"507","PeopleMeet","165492:165869"
"508","Pointing","165628:165635"
"509","Embrace","165851:165893"
"510","PeopleMeet","165880:166149"
"511","ObjectPut","166379:166383"
"512","Pointing","166393:166412"
"513","Pointing","166413:166421"
"514","ObjectPut","166608:166686"
"515","Pointing","166690:166697"
"516","Pointing","166764:166774"
"517","ObjectPut","167310:167313"
"518","PeopleMeet","167580:167853"
"519","PeopleMeet","167751:167875"
"520","CellToEar","168007:168015"
"521","Pointing","170790:170943"
"522","Pointing","171667:171684"
"523","PeopleMeet","172042:172421"
"524","Embrace","172310:172414"
"525","Embrace","172434:172504"
"526","PeopleMeet","174735:174823"
"527","ObjectPut","175064:175075"
"528","Pointing","175396:175402"
"529","Pointing","175545:175561"
"530","Pointing","175584:175649"
"531","PeopleMeet","175607:175845"
"532","ObjectPut","175899:175909"
"533","PeopleMeet","177075:177288"
"534","Pointing","177288:177395"
"535","Pointing","177484:177490"
"536","PeopleSplitUp","177525:177877"
"537","Pointing","177534:177553"
"538","PeopleMeet","178337:178649"
"539","PeopleSplitUp","179459:179558"
"540","Pointing","179654:179661"
"541","Pointing","179683:179691"
"542","Pointing","182690:182700"
"543","PeopleMeet","183075:183238"
"544","PeopleMeet","184975:185053"
"545","PeopleMeet","185473:185535"
"546","PeopleSplitUp","186098:186260"
"547","CellToEar","186731:186756"
"548","ObjectPut","186791:186804"
"549","ObjectPut","186975:187109"
"550","PeopleSplitUp","188633:188856"
