"ID","EventType","Framespan"
"348","Pointing","124903:124924"
"349","Pointing","126916:126919"
"350","Pointing","127434:127457"
"351","Pointing","127473:127484"
"352","Pointing","127717:127723"
"353","CellToEar","128263:128275"
"354","PersonRuns","130252:130422"
"355","PersonRuns","130397:130569"
"356","PersonRuns","131077:131291"
"357","PersonRuns","135046:135153"
"358","ObjectPut","135107:135123"
"359","ObjectPut","136480:136489"
"360","ObjectPut","136560:136572"
"361","ObjectPut","136660:136669"
"362","PersonRuns","137308:137433"
"363","PeopleMeet","137646:137769"
"364","CellToEar","137666:137686"
"365","ObjectPut","137960:137965"
"366","PeopleMeet","138033:138112"
"367","ObjectPut","138208:138221"
"368","ObjectPut","138353:138360"
"369","ObjectPut","138718:138728"
"370","CellToEar","138871:138889"
"371","Pointing","139096:139111"
"372","Pointing","139193:139211"
"373","CellToEar","139924:139936"
"374","PeopleMeet","140761:141055"
"375","Pointing","140884:140890"
"376","Embrace","141038:141323"
"377","Pointing","141082:141087"
"378","ObjectPut","141621:141631"
"379","Embrace","141717:141792"
"380","PeopleSplitUp","141802:142222"
"381","ObjectPut","141910:141925"
"382","ObjectPut","142150:142153"
"383","ObjectPut","142196:142202"
"384","ObjectPut","142250:142258"
"385","PeopleMeet","142265:142349"
"386","PeopleMeet","142362:142415"
"387","ObjectPut","143089:143096"
"388","ObjectPut","143130:143183"
"389","ObjectPut","143354:143358"
"390","ObjectPut","143487:143561"
"391","ObjectPut","143563:143569"
"392","ObjectPut","143708:143732"
"393","ObjectPut","143821:143826"
"394","Pointing","144798:144818"
"395","ObjectPut","146475:146476"
"396","ObjectPut","146878:146881"
"397","ObjectPut","146945:146947"
"398","ObjectPut","146956:146960"
"399","ObjectPut","147012:147013"
"400","ObjectPut","147086:147087"
"401","PeopleSplitUp","147163:147657"
"402","ObjectPut","147203:147204"
"403","ObjectPut","147301:147303"
"404","ObjectPut","148118:148119"
"405","ObjectPut","148157:148159"
"406","ObjectPut","148447:148449"
"407","ObjectPut","148603:148605"
"408","ObjectPut","148662:148666"
"409","ObjectPut","148895:148899"
"410","ObjectPut","148975:148981"
"411","ObjectPut","149133:149134"
"412","ObjectPut","150237:150244"
"413","ObjectPut","150457:150461"
"414","ObjectPut","150624:150627"
"415","PeopleMeet","151740:151781"
"416","ObjectPut","153341:153349"
"417","ObjectPut","153376:153383"
"418","ObjectPut","153415:153420"
"419","ObjectPut","153441:153453"
"420","ObjectPut","153468:153477"
"421","ObjectPut","153509:153514"
"422","ObjectPut","153549:153554"
"423","ObjectPut","153581:153586"
"424","ObjectPut","153618:153623"
"425","ObjectPut","153657:153663"
"426","ObjectPut","153956:153962"
"427","ObjectPut","153991:153999"
"428","ObjectPut","154042:154047"
"429","ObjectPut","154082:154086"
"430","ObjectPut","154139:154187"
"431","ObjectPut","154330:154344"
"432","ObjectPut","155117:155133"
"433","ObjectPut","155346:155364"
"434","ObjectPut","155738:155759"
"435","ObjectPut","155857:155883"
"436","ObjectPut","155914:155934"
"437","ObjectPut","156000:156027"
"438","Pointing","156063:156101"
"439","ObjectPut","156121:156220"
"440","ObjectPut","156248:156252"
"441","ObjectPut","156286:156298"
"442","ObjectPut","156290:156319"
"443","ObjectPut","156338:156416"
"444","PeopleSplitUp","156473:156547"
"445","ObjectPut","156569:156581"
"446","Pointing","156716:156723"
"447","Pointing","156853:156877"
"448","ObjectPut","156855:156867"
"449","Pointing","157020:157043"
"450","ObjectPut","157246:157274"
"451","ObjectPut","157375:157393"
"452","ObjectPut","157491:157509"
"453","ObjectPut","157670:157685"
"454","ObjectPut","158044:158066"
"455","CellToEar","158133:158147"
"456","ObjectPut","158213:158231"
"457","ObjectPut","158459:158471"
"458","ObjectPut","158794:158811"
"459","ObjectPut","158984:158995"
"460","PeopleSplitUp","159104:159592"
"461","CellToEar","159158:159168"
"462","ObjectPut","159668:159694"
"463","PeopleSplitUp","159853:160007"
"464","ObjectPut","160239:160251"
"465","Pointing","162241:162414"
"466","Pointing","162636:162714"
"467","Pointing","162744:162803"
"468","PeopleSplitUp","162890:163508"
"469","PeopleMeet","162992:163048"
"470","PeopleMeet","163297:163391"
"471","ObjectPut","163373:163437"
"472","PeopleMeet","163688:163843"
"473","ObjectPut","163757:163778"
"474","PeopleMeet","167198:167373"
"475","ObjectPut","167862:167884"
"476","ObjectPut","167982:167995"
"477","Embrace","168048:168263"
"478","PeopleMeet","168239:168499"
"479","PeopleSplitUp","168712:169049"
"480","ObjectPut","169094:169110"
"481","Pointing","169217:169275"
"482","PeopleSplitUp","169267:169393"
"483","ObjectPut","169282:169300"
"484","ObjectPut","169403:169422"
"485","ObjectPut","169626:169639"
"486","Pointing","169659:169737"
"487","ObjectPut","169816:169829"
"488","PeopleSplitUp","170089:170153"
"489","ObjectPut","170138:170154"
"490","Pointing","170176:170253"
"491","Pointing","170205:170239"
"492","Pointing","170352:170395"
"493","ObjectPut","170854:170875"
"494","PeopleMeet","171348:171670"
"495","ObjectPut","171510:171572"
"496","ObjectPut","171563:171622"
"497","ObjectPut","171614:171652"
"498","Pointing","172066:172076"
"499","PeopleSplitUp","172789:172875"
"500","ObjectPut","173029:173036"
"501","ObjectPut","173060:173065"
"502","ObjectPut","173089:173094"
"503","ObjectPut","173125:173130"
"504","ObjectPut","173153:173161"
"505","ObjectPut","173187:173193"
"506","ObjectPut","173218:173223"
"507","ObjectPut","173246:173251"
"508","ObjectPut","173284:173290"
"509","ObjectPut","173323:173330"
"510","ObjectPut","173360:173364"
"511","PeopleMeet","173384:173453"
"512","ObjectPut","173386:173389"
"513","ObjectPut","173420:173425"
"514","ObjectPut","173467:173471"
"515","ObjectPut","173504:173524"
"516","ObjectPut","174867:174880"
"517","ObjectPut","175317:175345"
"518","ObjectPut","176497:176513"
"519","PeopleSplitUp","176645:177055"
"520","ObjectPut","176805:176822"
"521","ObjectPut","176850:176863"
"522","ObjectPut","177376:177409"
"523","ObjectPut","177551:177570"
"524","ObjectPut","177595:177614"
"525","PersonRuns","177771:178098"
"526","Pointing","177796:177808"
"527","PersonRuns","178088:178140"
"528","ObjectPut","178705:178719"
"529","ObjectPut","179365:179375"
"530","ObjectPut","179475:179510"
"531","ObjectPut","179675:179687"
"532","PersonRuns","180222:180421"
"533","PersonRuns","181381:181446"
"534","Pointing","181548:181568"
"535","Pointing","181592:181608"
"536","PersonRuns","181704:181946"
"537","ObjectPut","181907:181910"
"538","ObjectPut","181968:181972"
"539","ObjectPut","182010:182013"
"540","PersonRuns","182060:182131"
"541","ObjectPut","182086:182094"
"542","PersonRuns","182412:182454"
"543","PersonRuns","182566:182647"
"544","PersonRuns","182763:182844"
"545","PersonRuns","182780:182821"
"546","ObjectPut","183089:183106"
"547","ObjectPut","183092:183107"
"548","ObjectPut","183299:183314"
"549","PeopleSplitUp","183761:184071"
"550","ObjectPut","183795:183809"
"551","PersonRuns","184401:184423"
"552","ObjectPut","184418:184432"
"553","PersonRuns","184483:184615"
"554","ObjectPut","184710:184726"
"555","PeopleSplitUp","184835:185205"
"556","ObjectPut","184911:184928"
"557","ObjectPut","184963:184991"
"558","ObjectPut","184977:185064"
"559","ObjectPut","185085:185108"
"560","Pointing","185527:185551"
"561","ObjectPut","186049:186062"
"562","ObjectPut","186395:186426"
"563","PeopleMeet","186396:186460"
"564","ObjectPut","186533:186575"
"565","ObjectPut","186661:186684"
"566","ObjectPut","186918:186941"
"567","ObjectPut","187171:187186"
"568","ObjectPut","187390:187431"
"569","ObjectPut","187615:187647"
"570","ObjectPut","187869:187886"
"571","ObjectPut","188307:188328"
"572","CellToEar","188582:188599"
