"ID","EventType","Framespan"
"259","Pointing","84076:84163"
"260","PeopleSplitUp","84156:84275"
"261","PeopleMeet","84205:84255"
"262","Pointing","84336:84361"
"263","Pointing","84412:84419"
"264","PeopleSplitUp","84520:84608"
"265","CellToEar","85480:85494"
"266","CellToEar","85888:85905"
"267","PeopleSplitUp","86202:86333"
"268","Pointing","86529:86566"
"269","Pointing","86585:86611"
"270","Pointing","86653:86667"
"271","Pointing","87084:87107"
"272","PersonRuns","87306:87387"
"273","PeopleMeet","87739:87829"
"274","PeopleSplitUp","88221:88268"
"275","PeopleSplitUp","88696:88821"
"276","PeopleMeet","88751:88880"
"277","Pointing","88941:89002"
"278","PeopleMeet","89039:89193"
"279","Pointing","89054:89074"
"280","Pointing","89355:89367"
"281","PeopleSplitUp","89909:89998"
"282","Pointing","90040:90045"
"283","PeopleMeet","90386:90425"
"284","Pointing","90546:90576"
"285","PeopleSplitUp","90617:90733"
"286","Pointing","90925:90992"
"287","PeopleSplitUp","91038:91163"
"288","PeopleSplitUp","91160:91404"
"289","PeopleMeet","91884:91917"
"290","Pointing","91913:92050"
"291","PeopleSplitUp","91925:92031"
"292","PeopleSplitUp","91965:95259"
"293","PeopleSplitUp","92053:92235"
"294","PeopleMeet","92086:92169"
"295","PeopleMeet","92369:92434"
"296","PeopleSplitUp","92435:92563"
"297","PeopleMeet","93087:93137"
"298","ObjectPut","93308:93315"
"299","Pointing","93380:93449"
"300","PeopleSplitUp","93723:93765"
"301","PeopleMeet","93972:94014"
"302","Pointing","94138:94358"
"303","PeopleSplitUp","94422:94611"
"304","Pointing","94483:94517"
"305","ObjectPut","95641:95666"
"306","ObjectPut","95743:95763"
"307","Pointing","96077:96126"
"308","Pointing","96115:96163"
"309","PeopleSplitUp","96120:96256"
"310","PersonRuns","96140:96233"
"311","PeopleMeet","96889:97032"
"312","PersonRuns","96932:97018"
"313","CellToEar","96954:96967"
"314","PeopleMeet","97103:97168"
"315","ObjectPut","99650:99655"
"316","ObjectPut","101250:101254"
"317","CellToEar","101477:101493"
"318","PeopleMeet","101784:101823"
"319","Pointing","103313:103323"
"320","PeopleMeet","103371:103664"
"321","Pointing","103661:103666"
"322","Pointing","104665:104672"
"323","ObjectPut","104735:104741"
"324","CellToEar","105371:105384"
"325","PeopleMeet","106438:106489"
"326","Pointing","106753:106771"
"327","Pointing","106760:106767"
"328","CellToEar","107481:107502"
"329","PersonRuns","109256:109355"
"330","PeopleMeet","110292:110541"
"331","Embrace","110529:110605"
"332","ObjectPut","110531:110561"
"333","Pointing","110544:110598"
"334","PeopleMeet","110672:110841"
"335","Pointing","110869:110872"
"336","Pointing","110879:110889"
"337","ObjectPut","112031:112036"
"338","ObjectPut","113032:113033"
"339","ObjectPut","113082:113084"
"340","ObjectPut","113185:113187"
"341","ObjectPut","113841:113843"
"342","PeopleMeet","113920:114011"
"343","Embrace","114000:114083"
"344","PeopleMeet","114506:114575"
"345","Pointing","114595:114666"
"346","PeopleSplitUp","114636:114913"
"347","Pointing","114694:114782"
"348","Pointing","114734:114785"
"349","ObjectPut","115309:115311"
"350","ObjectPut","115385:115390"
"351","PeopleMeet","116987:117345"
"352","PeopleMeet","118104:118206"
"353","ObjectPut","118217:118219"
"354","ObjectPut","118254:118261"
"355","PeopleMeet","121349:121746"
"356","PeopleMeet","121831:121982"
"357","Embrace","121915:121967"
"358","Embrace","121988:122029"
"359","PeopleMeet","122001:122004"
"360","Embrace","122001:122030"
"361","PeopleMeet","124529:124593"
"362","ObjectPut","124601:124608"
"363","Embrace","124603:124642"
"364","PeopleMeet","125754:125841"
"365","ObjectPut","125756:125758"
"366","Pointing","125859:125883"
"367","PeopleMeet","127287:127434"
"368","Embrace","127378:127507"
"369","Embrace","127426:127483"
"370","Pointing","127612:127661"
"371","Pointing","127676:127709"
"372","ObjectPut","127721:127723"
"373","ObjectPut","127747:127750"
"374","PeopleMeet","128407:128521"
"375","ObjectPut","128511:128513"
"376","Embrace","128522:128581"
"377","Embrace","128583:128614"
"378","ObjectPut","129723:129754"
"379","ObjectPut","129773:129778"
"380","ObjectPut","129785:129789"
"381","ObjectPut","130217:130224"
"382","ObjectPut","131068:131112"
"383","ObjectPut","131465:131472"
"384","ObjectPut","131757:131762"
"385","ObjectPut","131804:131807"
"386","PeopleMeet","132098:132152"
"387","PeopleMeet","132120:132195"
"388","PeopleMeet","132605:133235"
"389","ObjectPut","132650:132656"
"390","Embrace","132684:132733"
"391","Embrace","132761:132797"
"392","Embrace","132839:132883"
"393","Embrace","132948:132997"
"394","Embrace","133103:133145"
"395","ObjectPut","133145:133155"
"396","Embrace","133159:133200"
"397","Embrace","133220:133260"
"398","ObjectPut","133248:133272"
"399","Embrace","133273:133322"
"400","ObjectPut","133294:133307"
"401","ObjectPut","133510:133514"
"402","ObjectPut","133720:133723"
"403","Pointing","133881:133916"
"404","Pointing","133932:133939"
"405","ObjectPut","134385:134389"
"406","ObjectPut","134905:134909"
"407","ObjectPut","134941:134948"
"408","ObjectPut","134942:134945"
"409","CellToEar","135059:135077"
"410","Pointing","136540:136558"
"411","ObjectPut","136991:136997"
"412","ObjectPut","137122:137127"
"413","ObjectPut","137297:137307"
"414","ObjectPut","137316:137325"
"415","ObjectPut","137320:137327"
"416","ObjectPut","137320:137325"
"417","ObjectPut","137601:137604"
"418","PersonRuns","137786:137857"
"419","PeopleMeet","137846:137907"
"420","Embrace","137906:138055"
"421","PeopleMeet","140371:140399"
"422","Embrace","140396:140447"
"423","Embrace","140477:140568"
"424","PersonRuns","141340:141427"
"425","ObjectPut","141692:141700"
"426","ObjectPut","141875:141881"
"427","PeopleMeet","142466:142749"
"428","Embrace","142749:142782"
"429","Embrace","142782:142842"
"430","Embrace","142950:143049"
"431","Pointing","143047:143089"
"432","Embrace","143104:143170"
"433","PeopleSplitUp","143744:143848"
"434","Pointing","143788:143816"
"435","ObjectPut","143850:143854"
"436","PeopleSplitUp","144964:145042"
"437","ObjectPut","145017:145045"
"438","PeopleMeet","145310:145391"
"439","PeopleMeet","145582:145678"
"440","Embrace","145678:145716"
"441","PeopleMeet","147060:147205"
"442","Embrace","147202:147269"
"443","Embrace","147269:147306"
"444","Pointing","147509:147517"
"445","PeopleMeet","147796:147921"
"446","ObjectPut","147837:147852"
"447","ObjectPut","147900:147917"
"448","PeopleMeet","148596:148656"
"449","PeopleMeet","149037:149168"
"450","Pointing","149141:149178"
"451","Pointing","149268:149293"
"452","ObjectPut","151345:151363"
"453","PersonRuns","151739:151826"
"454","PersonRuns","152641:152697"
"455","PeopleMeet","152699:152801"
"456","PeopleSplitUp","153141:153381"
"457","ObjectPut","153540:153552"
"458","ObjectPut","153739:153743"
"459","Pointing","153774:153803"
"460","ObjectPut","154627:154637"
"461","PeopleMeet","154643:154786"
"462","Embrace","154773:154995"
"463","PeopleMeet","154865:155068"
"464","ObjectPut","155047:155053"
"465","Embrace","155059:155213"
"466","Embrace","155077:155094"
"467","PeopleSplitUp","155125:155182"
"468","ObjectPut","155356:155366"
"469","PeopleMeet","155667:155764"
"470","Pointing","155668:155802"
"471","PeopleMeet","155761:155822"
"472","Pointing","155764:155776"
"473","PeopleMeet","156678:156736"
"474","Embrace","156725:156780"
"475","PeopleMeet","157092:157135"
"476","ObjectPut","157193:157209"
"477","ObjectPut","157256:157263"
"478","PeopleSplitUp","157271:157341"
"479","PeopleMeet","157276:157324"
"480","Pointing","157284:157323"
"481","PeopleSplitUp","157332:157527"
"482","ObjectPut","157665:157679"
"483","ObjectPut","157782:157790"
"484","PeopleMeet","158109:158317"
"485","CellToEar","160873:160883"
"486","Pointing","161455:161476"
"487","PeopleMeet","162772:162835"
"488","Pointing","164412:164459"
"489","PeopleMeet","169376:169480"
"490","Embrace","169483:169515"
"491","PersonRuns","169576:169656"
"492","Embrace","170223:170328"
"493","PeopleSplitUp","170329:170518"
"494","PeopleSplitUp","171278:171339"
"495","PeopleMeet","171598:171659"
"496","PeopleSplitUp","171803:172147"
"497","Pointing","172129:172163"
"498","ObjectPut","172517:172555"
"499","ObjectPut","172625:172642"
"500","ObjectPut","173393:173407"
"501","PeopleMeet","173454:173494"
"502","PeopleSplitUp","174040:174433"
"503","PeopleMeet","174626:174652"
"504","ObjectPut","174939:174942"
"505","ObjectPut","175191:175220"
"506","CellToEar","175839:175852"
"507","Pointing","176213:176246"
"508","Pointing","176314:176322"
"509","Pointing","177173:177180"
"510","PeopleSplitUp","180182:180231"
"511","Pointing","180799:180814"
"512","Pointing","181083:181119"
"513","Pointing","181442:181447"
