"ID","EventType","Framespan"
"93","PeopleSplitUp","27913:28273"
"94","PeopleMeet","27932:28104"
"95","ObjectPut","27990:27992"
"96","PeopleMeet","28088:28300"
"97","PeopleMeet","28266:28304"
"98","PeopleMeet","28444:28483"
"99","PeopleSplitUp","28665:28819"
"100","ObjectPut","29169:29173"
"101","PeopleSplitUp","29353:29411"
"102","PeopleMeet","29397:29489"
"103","ObjectPut","29688:29690"
"104","PeopleSplitUp","29815:30038"
"105","ObjectPut","30730:30734"
"106","PeopleMeet","32234:32280"
"107","PeopleSplitUp","32451:32867"
"108","CellToEar","32648:32654"
"109","ObjectPut","32975:32976"
"110","Pointing","34352:34382"
"111","Pointing","34436:34449"
"112","Pointing","34443:34459"
"113","PeopleMeet","35026:35071"
"114","PeopleSplitUp","35272:35443"
"115","ObjectPut","35479:35482"
"116","PeopleSplitUp","39442:39750"
"117","Pointing","41569:41608"
"118","PeopleMeet","44991:45006"
"119","Pointing","45253:45269"
"120","ObjectPut","48301:48304"
"121","Pointing","48515:48524"
"122","Pointing","48554:48575"
"123","Pointing","52456:52470"
"124","Pointing","52779:52813"
"125","PeopleMeet","52941:53165"
"126","ObjectPut","53766:53787"
"127","ObjectPut","55202:55212"
"128","PeopleSplitUp","55203:55636"
"129","Pointing","55205:55257"
"130","Pointing","55206:55250"
"131","PeopleMeet","55212:55224"
"132","Pointing","55261:55300"
"133","PeopleSplitUp","55361:55670"
"134","ObjectPut","55465:55475"
"135","PeopleMeet","55639:55672"
"136","PeopleMeet","55648:55715"
"137","PeopleSplitUp","55717:55875"
"138","PeopleSplitUp","55768:56225"
"139","PeopleMeet","55879:55954"
"140","PeopleSplitUp","57022:57635"
"141","ObjectPut","57556:57571"
"142","ObjectPut","57571:57574"
"143","ObjectPut","57594:57614"
"144","ObjectPut","57596:57602"
"145","ObjectPut","57785:57793"
"146","ObjectPut","57831:57846"
"147","ObjectPut","57868:57881"
"148","ObjectPut","57927:57937"
"149","ObjectPut","57975:57983"
"150","ObjectPut","58288:58297"
"151","PeopleMeet","58289:58300"
"152","PeopleMeet","58295:58340"
"153","PeopleSplitUp","58511:58726"
"154","PeopleMeet","58750:58792"
"155","ObjectPut","58860:58875"
"156","ObjectPut","59016:59024"
"157","PeopleSplitUp","59237:59390"
"158","ObjectPut","59247:59255"
"159","PeopleSplitUp","59540:59798"
"160","PeopleMeet","59581:59595"
"161","Pointing","59627:59725"
"162","Pointing","59645:59720"
"163","PeopleSplitUp","59821:60108"
"164","PeopleMeet","60081:60161"
"165","PeopleSplitUp","60178:61126"
"166","PeopleMeet","60241:60284"
"167","PeopleSplitUp","60268:61126"
"168","Pointing","60291:60448"
"169","PeopleMeet","60304:60337"
"170","Pointing","60321:60464"
"171","PeopleSplitUp","60368:60556"
"172","ObjectPut","60385:60391"
"173","Pointing","60511:60511"
"174","Pointing","60523:60576"
"175","Pointing","60558:60601"
"176","ObjectPut","60561:60576"
"177","ObjectPut","60603:60613"
"178","PeopleMeet","60679:60711"
"179","ObjectPut","61006:61015"
"180","ObjectPut","61011:61013"
"181","PeopleSplitUp","61121:61197"
"182","ObjectPut","61360:61362"
"183","Pointing","61760:61838"
"184","PeopleSplitUp","61890:62107"
"185","ObjectPut","61967:61969"
"186","PeopleMeet","61981:62169"
"187","PeopleSplitUp","62170:62459"
"188","ObjectPut","62331:62333"
"189","ObjectPut","62543:62545"
"190","Pointing","62840:62915"
"191","PeopleMeet","64918:65044"
"192","PeopleMeet","65171:65429"
"193","ObjectPut","65562:65567"
"194","PeopleMeet","67790:68596"
"195","PeopleMeet","67842:68156"
"196","PeopleSplitUp","68163:68204"
"197","PeopleSplitUp","68597:68677"
"198","ObjectPut","69356:69358"
"199","ObjectPut","69619:69627"
"200","PeopleMeet","69692:69968"
"201","ObjectPut","70223:70226"
"202","ObjectPut","70317:70319"
"203","Pointing","70402:70424"
"204","ObjectPut","70493:70500"
"205","ObjectPut","71255:71261"
"206","Pointing","71697:71722"
"207","PeopleMeet","74298:75473"
"208","ObjectPut","74660:74665"
"209","PeopleMeet","74810:74848"
"210","Pointing","74831:74864"
"211","PeopleSplitUp","74849:75783"
"212","Pointing","74865:74913"
"213","ObjectPut","75371:75372"
"214","Pointing","76744:76775"
"215","Pointing","76971:76977"
"216","Pointing","77081:77107"
"217","CellToEar","77327:77346"
"218","Pointing","78830:78850"
"219","ObjectPut","78855:78857"
"220","Pointing","78924:78975"
"221","PeopleMeet","78941:79021"
"222","ObjectPut","78959:78962"
"223","Pointing","79371:79379"
"224","Pointing","79461:79539"
"225","Pointing","79549:79710"
"226","Pointing","79741:79749"
"227","Pointing","80602:80661"
"228","PeopleSplitUp","81471:81936"
"229","Pointing","82952:82958"
"230","ObjectPut","84426:84441"
"231","ObjectPut","84580:84612"
"232","Pointing","84615:84623"
"233","ObjectPut","84738:84781"
"234","Pointing","86731:86747"
"235","ObjectPut","86958:86960"
"236","Pointing","87010:87021"
"237","Pointing","87124:87149"
"238","PeopleMeet","87134:87224"
"239","Pointing","87189:87195"
"240","Pointing","87293:87297"
"241","Pointing","87383:87401"
"242","Pointing","87410:87415"
"243","PeopleMeet","87424:87475"
"244","Pointing","87503:87508"
"245","PeopleSplitUp","87511:87884"
"246","Pointing","87527:87555"
"247","PeopleMeet","87631:87758"
"248","Pointing","87789:87805"
"249","ObjectPut","87908:87910"
"250","ObjectPut","88100:88102"
"251","Pointing","88217:88237"
"252","ObjectPut","88576:88657"
"253","Pointing","88710:88739"
"254","ObjectPut","88751:88753"
"255","Pointing","88776:88788"
"256","ObjectPut","89559:89561"
"257","Pointing","89603:89631"
"258","ObjectPut","89763:89856"
"259","ObjectPut","89767:89767"
"260","ObjectPut","89992:89994"
"261","PeopleMeet","90189:90258"
"262","Pointing","90759:90765"
"263","ObjectPut","90917:90935"
"264","PeopleMeet","91568:92033"
"265","Pointing","91586:91611"
"266","Pointing","91595:91598"
"267","Pointing","91874:91885"
"268","Pointing","91907:91922"
"269","Pointing","92116:92120"
"270","ObjectPut","92220:92225"
"271","Pointing","93403:93405"
"272","Pointing","94584:94598"
"273","PeopleMeet","94616:94808"
"274","ObjectPut","94665:94671"
"275","Pointing","94748:94768"
"276","Pointing","94788:94813"
"277","PeopleSplitUp","94809:95381"
"278","Pointing","94859:94867"
"279","PeopleMeet","97059:97233"
"280","Pointing","97159:97191"
"281","Pointing","97225:97230"
"282","PeopleSplitUp","97286:97368"
"283","Pointing","97834:97865"
"284","Pointing","97882:97895"
"285","PeopleMeet","101472:101535"
"286","PeopleMeet","101796:101861"
"287","PeopleMeet","101945:101988"
"288","ObjectPut","101979:101983"
"289","PeopleMeet","102422:102538"
"290","PeopleSplitUp","102922:103187"
"291","PeopleSplitUp","103006:103188"
"292","Pointing","107775:107788"
"293","PeopleSplitUp","108351:108742"
"294","PeopleMeet","109998:110048"
"295","ObjectPut","110250:110258"
"296","PeopleSplitUp","111037:111101"
"297","PeopleMeet","111468:111486"
"298","PeopleSplitUp","111586:111748"
"299","ObjectPut","111697:111701"
"300","PeopleMeet","112357:112494"
"301","PeopleSplitUp","113134:113473"
"302","Pointing","116219:116242"
"303","Pointing","116957:116973"
"304","Pointing","117778:117789"
"305","Pointing","118271:118281"
"306","Pointing","118271:118281"
"307","Pointing","120310:120346"
"308","Pointing","120364:120383"
"309","ObjectPut","120533:120543"
"310","ObjectPut","120670:120688"
"311","ObjectPut","121284:121306"
"312","ObjectPut","121482:121494"
"313","Pointing","122202:122203"
"314","Pointing","122208:122227"
"315","ObjectPut","123979:124103"
"316","ObjectPut","123980:123982"
"317","CellToEar","124013:124039"
"318","PeopleMeet","124127:124172"
"319","Pointing","124182:124200"
"320","Pointing","124198:124208"
"321","PeopleSplitUp","124205:124457"
"322","Pointing","124261:124266"
"323","Pointing","124863:124863"
"324","PeopleMeet","126992:127027"
"325","ObjectPut","127061:127089"
"326","ObjectPut","127098:127132"
"327","ObjectPut","127215:127225"
"328","ObjectPut","127339:127344"
"329","PeopleMeet","128267:128352"
"330","PeopleSplitUp","128355:128540"
"331","PeopleSplitUp","128911:129117"
"332","ObjectPut","129574:129581"
"333","PeopleMeet","129729:129784"
"334","Pointing","130966:131011"
"335","PeopleSplitUp","131030:131154"
"336","ObjectPut","133280:133370"
"337","PeopleMeet","135549:135637"
"338","PeopleSplitUp","135633:135836"
"339","Pointing","136216:136232"
"340","Pointing","136238:136243"
"341","PeopleMeet","137006:137365"
"342","ObjectPut","137871:137889"
"343","ObjectPut","139934:139946"
"344","PeopleSplitUp","141290:141446"
"345","PeopleMeet","143278:143360"
"346","ObjectPut","143357:143362"
"347","ObjectPut","143393:143414"
"348","PeopleMeet","144364:144413"
"349","PeopleSplitUp","144457:144585"
"350","PeopleMeet","149273:149823"
"351","PeopleMeet","149815:150125"
"352","PeopleSplitUp","149824:149959"
"353","PeopleMeet","153761:153807"
"354","ObjectPut","153898:153902"
"355","ObjectPut","154354:154362"
"356","Pointing","154545:154570"
"357","Pointing","155314:155326"
"358","ObjectPut","157350:157353"
"359","ObjectPut","157952:157956"
"360","ObjectPut","158000:158010"
"361","PeopleMeet","158058:158079"
"362","PeopleSplitUp","158591:158729"
"363","ObjectPut","160280:160285"
"364","ObjectPut","160495:160528"
"365","PeopleMeet","165878:166049"
"366","PeopleSplitUp","167751:168051"
"367","PeopleSplitUp","175806:175984"
"368","Pointing","176330:176346"
"369","ObjectPut","178979:178981"
"370","PeopleMeet","178996:179070"
"371","PeopleSplitUp","179009:179262"
"372","PeopleSplitUp","180031:180114"
"373","PeopleMeet","181236:181276"
"374","PeopleSplitUp","182183:182522"
"375","Pointing","185257:185400"
"376","Pointing","188075:188087"
