"ID","EventType","Framespan"
"153","Pointing","125552:125654"
"154","PeopleSplitUp","125642:125805"
"155","Pointing","129651:129779"
"156","Pointing","129739:129751"
"157","Pointing","129813:130763"
"158","PersonRuns","130591:130641"
"159","Pointing","133909:134067"
"160","Pointing","134125:134188"
"161","Pointing","138999:139007"
"162","Pointing","140594:140610"
"163","Pointing","140621:140631"
"164","Pointing","140628:140648"
"165","Pointing","141450:141467"
"166","Pointing","141471:141498"
"167","ObjectPut","141495:141503"
"168","ObjectPut","141750:141756"
"169","ObjectPut","141787:141817"
"170","Pointing","141817:141828"
"171","ObjectPut","142504:142590"
"172","ObjectPut","142577:142598"
"173","CellToEar","143048:143064"
"174","ObjectPut","143147:143168"
"175","Pointing","143219:143238"
"176","ObjectPut","143424:143554"
"177","Pointing","147589:147604"
"178","Pointing","148443:148485"
"179","Pointing","148721:148733"
"180","ObjectPut","152493:152511"
"181","PersonRuns","153376:153497"
"182","PeopleMeet","154449:154454"
"183","Pointing","155790:155795"
"184","Pointing","156502:156517"
"185","Pointing","158164:158171"
"186","Pointing","160780:160795"
"187","Pointing","162694:162728"
"188","PeopleMeet","162706:162874"
"189","Pointing","165336:165364"
"190","Pointing","165375:165388"
"191","Pointing","167002:167019"
"192","CellToEar","167701:167712"
"193","PeopleMeet","168429:168596"
"194","CellToEar","169168:169192"
"195","Pointing","169582:169616"
"196","PeopleMeet","173895:173973"
"197","PeopleSplitUp","174370:174504"
"198","PeopleMeet","174669:174921"
"199","PeopleMeet","175209:175412"
"200","Pointing","176687:176708"
"201","Pointing","177403:177522"
"202","ObjectPut","179243:179248"
"203","Pointing","181220:181280"
"204","CellToEar","184374:184383"
"205","PersonRuns","187064:187111"
"206","Pointing","187261:187288"
"207","Pointing","187505:187511"
"208","PersonRuns","188251:188287"
"209","PersonRuns","188321:188412"
