"ID","EventType","Framespan"
"143","Embrace","83455:83492"
"144","Pointing","83681:83691"
"145","ObjectPut","83857:83867"
"146","ObjectPut","84099:84113"
"147","PeopleSplitUp","85272:85455"
"148","Pointing","85553:85559"
"149","Pointing","86365:86403"
"150","Pointing","87618:87624"
"151","Pointing","89110:89155"
"152","Pointing","89219:89240"
"153","Pointing","89537:89568"
"154","PersonRuns","89823:89906"
"155","PersonRuns","89995:90073"
"156","PersonRuns","90096:90112"
"157","PeopleMeet","90108:91625"
"158","Pointing","91169:91207"
"159","Pointing","91245:91254"
"160","Pointing","91250:91277"
"161","PeopleSplitUp","91501:93049"
"162","PeopleSplitUp","91512:92957"
"163","ObjectPut","91547:91570"
"164","ObjectPut","91586:91602"
"165","ObjectPut","91592:91595"
"166","ObjectPut","91909:91911"
"167","PeopleMeet","93038:93333"
"168","ObjectPut","93353:93357"
"169","ObjectPut","93577:93579"
"170","PeopleMeet","93587:93772"
"171","PersonRuns","93659:93753"
"172","ObjectPut","93801:93804"
"173","ObjectPut","93990:93993"
"174","CellToEar","94260:94266"
"175","ObjectPut","94378:94381"
"176","ObjectPut","95914:95916"
"177","ObjectPut","97420:97432"
"178","ObjectPut","97707:97709"
"179","ObjectPut","98759:98761"
"180","ObjectPut","98938:98943"
"181","ObjectPut","99026:99027"
"182","Pointing","100090:100102"
"183","ObjectPut","100176:100184"
"184","PersonRuns","100804:100829"
"185","PersonRuns","100829:100854"
"186","ObjectPut","101087:101097"
"187","PersonRuns","101188:101298"
"188","ObjectPut","101675:101713"
"189","ObjectPut","102731:102743"
"190","ObjectPut","103111:103140"
"191","Embrace","103117:103192"
"192","Pointing","103266:103281"
"193","Pointing","103297:103310"
"194","ObjectPut","104530:104573"
"195","ObjectPut","104758:104784"
"196","Pointing","104852:104940"
"197","PersonRuns","105184:105222"
"198","Pointing","105428:105492"
"199","ObjectPut","106560:106567"
"200","ObjectPut","106570:106576"
"201","PeopleSplitUp","106603:106700"
"202","Pointing","106872:106919"
"203","Pointing","107013:107023"
"204","PeopleMeet","107019:107148"
"205","Pointing","107061:107067"
"206","ObjectPut","107122:107132"
"207","ObjectPut","107295:107375"
"208","PeopleMeet","107451:107517"
"209","ObjectPut","108580:108595"
"210","ObjectPut","108612:108641"
"211","Pointing","109129:109154"
"212","Pointing","109213:109294"
"213","PeopleSplitUp","110757:110948"
"214","ObjectPut","110807:110831"
"215","Pointing","111613:111638"
"216","Pointing","111740:111875"
"217","ObjectPut","111856:111868"
"218","PersonRuns","111909:112050"
"219","Pointing","112162:112169"
"220","PersonRuns","112361:112511"
"221","ObjectPut","112649:112660"
"222","ObjectPut","112850:112866"
"223","PeopleMeet","114720:115159"
"224","Pointing","114816:114819"
"225","ObjectPut","115955:115958"
"226","PeopleMeet","116037:116317"
"227","Pointing","116053:116096"
"228","Pointing","116281:116296"
"229","Embrace","116299:116541"
"230","PeopleMeet","116495:116706"
"231","Embrace","116713:116750"
"232","PeopleMeet","116749:117047"
"233","Pointing","116956:117021"
"234","Embrace","117032:117449"
"235","Pointing","117106:117113"
"236","Embrace","117455:117717"
"237","PeopleSplitUp","117547:117592"
"238","PeopleMeet","117745:117822"
"239","Pointing","117845:117902"
"240","ObjectPut","117853:117855"
"241","ObjectPut","118286:118313"
"242","Pointing","118418:118422"
"243","Pointing","119046:119141"
"244","PeopleMeet","119266:119641"
"245","ObjectPut","119387:119389"
"246","ObjectPut","119618:119620"
"247","Embrace","119621:119706"
"248","ObjectPut","121276:121283"
"249","PeopleSplitUp","121490:121550"
"250","PeopleMeet","121642:121802"
"251","Pointing","121992:122066"
"252","Pointing","122001:122063"
"253","Pointing","122468:122474"
"254","ObjectPut","122909:122911"
"255","Pointing","123090:123096"
"256","ObjectPut","123110:123112"
"257","ObjectPut","123128:123130"
"258","ObjectPut","124162:124165"
"259","ObjectPut","124503:124504"
"260","PeopleMeet","125173:125238"
"261","ObjectPut","125269:125272"
"262","Pointing","125322:125339"
"263","Pointing","125325:125341"
"264","PeopleSplitUp","125359:125490"
"265","ObjectPut","125591:125654"
"266","ObjectPut","125650:125655"
"267","PeopleMeet","125724:125759"
"268","ObjectPut","125777:125790"
"269","ObjectPut","125847:125849"
"270","ObjectPut","125948:125950"
"271","ObjectPut","125965:125967"
"272","ObjectPut","126075:126082"
"273","Pointing","126201:126231"
"274","Pointing","126252:126351"
"275","ObjectPut","126516:126519"
"276","PeopleMeet","126593:126672"
"277","ObjectPut","127079:127081"
"278","Pointing","127196:127223"
"279","ObjectPut","127771:127774"
"280","Pointing","127856:127866"
"281","PeopleMeet","128004:128131"
"282","ObjectPut","128488:128490"
"283","ObjectPut","128867:128937"
"284","CellToEar","129730:129740"
"285","Pointing","130480:130504"
"286","ObjectPut","130596:130601"
"287","Pointing","130700:130836"
"288","PeopleSplitUp","130899:131036"
"289","ObjectPut","130978:130984"
"290","ObjectPut","131346:131352"
"291","Pointing","132471:132479"
"292","ObjectPut","133208:133227"
"293","Pointing","133452:133489"
"294","Pointing","134156:134192"
"295","ObjectPut","134390:134397"
"296","ObjectPut","135278:135309"
"297","ObjectPut","135746:135760"
"298","Pointing","136280:136288"
"299","CellToEar","138666:138696"
"300","ObjectPut","138939:138946"
"301","Pointing","139291:139385"
"302","Pointing","139296:139372"
"303","PeopleMeet","140990:141066"
"304","PeopleMeet","141378:141522"
"305","PeopleSplitUp","141549:141743"
"306","Pointing","143200:143293"
"307","Pointing","144599:144719"
"308","CellToEar","145549:145568"
"309","Embrace","145710:145767"
"310","ObjectPut","145787:145802"
"311","PeopleSplitUp","145824:146461"
"312","Pointing","145850:145854"
"313","Pointing","145909:145914"
"314","Pointing","145930:145939"
"315","Pointing","145949:146022"
"316","Pointing","146088:146104"
"317","PeopleSplitUp","146229:146486"
"318","Pointing","146248:146383"
"319","Pointing","146457:146465"
"320","Pointing","146534:146581"
"321","Pointing","146901:146922"
"322","Pointing","146952:146958"
"323","Pointing","147057:147059"
"324","Pointing","147084:147204"
"325","Pointing","147277:147334"
"326","Pointing","147382:147463"
"327","Pointing","147537:147641"
"328","ObjectPut","147739:147744"
"329","Pointing","147766:147863"
"330","Pointing","148086:148126"
"331","Pointing","148201:148269"
"332","Pointing","148523:148583"
"333","Pointing","148724:148737"
"334","Pointing","148886:148984"
"335","Pointing","149030:149106"
"336","Pointing","149178:149193"
"337","PeopleSplitUp","149231:149483"
"338","Pointing","149294:149303"
"339","Pointing","149640:149896"
"340","Pointing","149900:150038"
"341","Pointing","149907:149909"
"342","Pointing","149927:149959"
"343","Pointing","150165:150212"
"344","Pointing","150354:150518"
"345","Pointing","150697:150705"
"346","Pointing","150853:150931"
"347","Pointing","150874:150876"
"348","Pointing","151615:151620"
"349","Pointing","152855:152870"
"350","Pointing","152855:152870"
"351","Pointing","153086:153114"
"352","ObjectPut","153383:153392"
"353","Pointing","154015:154195"
"354","ObjectPut","154212:154220"
"355","Pointing","154849:154866"
"356","PeopleSplitUp","155065:155302"
"357","PeopleMeet","155074:155772"
"358","Pointing","155408:155447"
"359","Pointing","156329:156335"
"360","ObjectPut","156751:156784"
"361","Pointing","157241:157275"
"362","PeopleMeet","157298:157317"
"363","Pointing","157364:157397"
"364","Pointing","157713:157746"
"365","Pointing","157819:157863"
"366","ObjectPut","157845:157857"
"367","ObjectPut","157892:157943"
"368","PeopleSplitUp","157897:158010"
"369","Pointing","157897:157938"
"370","Pointing","158118:158141"
"371","Pointing","158355:158364"
"372","Pointing","158357:158436"
"373","ObjectPut","158394:158394"
"374","PeopleMeet","158601:158673"
"375","ObjectPut","158847:158849"
"376","Pointing","158962:159027"
"377","PeopleSplitUp","159335:159521"
"378","PeopleSplitUp","159508:159602"
"379","Pointing","159932:159951"
"380","ObjectPut","160103:160107"
"381","PeopleMeet","160524:160678"
"382","ObjectPut","161028:161037"
"383","PeopleMeet","161261:161356"
"384","Pointing","161274:161277"
"385","ObjectPut","163703:163735"
"386","ObjectPut","163887:163895"
"387","ObjectPut","164330:164335"
"388","Pointing","164347:164348"
"389","Pointing","164412:164422"
"390","PeopleMeet","167751:167862"
"391","ObjectPut","167824:167827"
"392","ObjectPut","167956:168003"
"393","ObjectPut","168177:168179"
"394","Pointing","168456:168504"
"395","ObjectPut","168720:168730"
"396","ObjectPut","169460:169462"
"397","ObjectPut","169488:169491"
"398","Pointing","170178:170192"
"399","ObjectPut","170573:170614"
"400","Pointing","171022:171025"
"401","ObjectPut","171581:171583"
"402","ObjectPut","171806:171808"
"403","CellToEar","171996:172012"
"404","Pointing","172543:172561"
"405","PeopleMeet","172565:172716"
"406","Embrace","172613:172701"
"407","ObjectPut","173470:173472"
"408","ObjectPut","174283:174294"
"409","CellToEar","176375:176397"
"410","CellToEar","176401:176411"
"411","CellToEar","179246:179260"
"412","PersonRuns","180131:180290"
"413","Pointing","180524:180593"
"414","CellToEar","182661:182671"
"415","CellToEar","183294:183306"
"416","CellToEar","185663:185708"
"417","CellToEar","186105:186132"
